Total Nacional;Provincias;Sexo;Periodo;Total
Total Nacional;03 Alicante/Alacant;Hombres;2011;8.918
Total Nacional;03 Alicante/Alacant;Hombres;2010;9.482
Total Nacional;03 Alicante/Alacant;Hombres;2009;9.497
Total Nacional;03 Alicante/Alacant;Hombres;2008;10.458
Total Nacional;03 Alicante/Alacant;Hombres;2007;9.866
Total Nacional;03 Alicante/Alacant;Hombres;2006;9.776
Total Nacional;03 Alicante/Alacant;Hombres;2005;9.345
Total Nacional;03 Alicante/Alacant;Hombres;2004;9.141
Total Nacional;03 Alicante/Alacant;Hombres;2003;8.792
Total Nacional;03 Alicante/Alacant;Hombres;2002;8.155
Total Nacional;03 Alicante/Alacant;Hombres;2001;7.906
Total Nacional;03 Alicante/Alacant;Hombres;2000;7.569
Total Nacional;03 Alicante/Alacant;Hombres;1999;6.931
Total Nacional;03 Alicante/Alacant;Hombres;1998;6.803
Total Nacional;03 Alicante/Alacant;Hombres;1997;6.644
Total Nacional;03 Alicante/Alacant;Hombres;1996;6.700
Total Nacional;03 Alicante/Alacant;Hombres;1995;6.706
Total Nacional;03 Alicante/Alacant;Hombres;1994;6.798
Total Nacional;03 Alicante/Alacant;Hombres;1993;7.017
Total Nacional;03 Alicante/Alacant;Hombres;1992;7.262
Total Nacional;03 Alicante/Alacant;Hombres;1991;7.455
Total Nacional;03 Alicante/Alacant;Hombres;1990;7.642
Total Nacional;03 Alicante/Alacant;Hombres;1989;7.428
Total Nacional;03 Alicante/Alacant;Hombres;1988;7.768
Total Nacional;03 Alicante/Alacant;Hombres;1987;7.639
Total Nacional;03 Alicante/Alacant;Hombres;1986;7.734
Total Nacional;03 Alicante/Alacant;Hombres;1985;7.791
Total Nacional;03 Alicante/Alacant;Hombres;1984;8.213
Total Nacional;03 Alicante/Alacant;Hombres;1983;8.344
Total Nacional;03 Alicante/Alacant;Hombres;1982;9.056
Total Nacional;03 Alicante/Alacant;Hombres;1981;9.377
Total Nacional;03 Alicante/Alacant;Hombres;1980;9.632
Total Nacional;03 Alicante/Alacant;Hombres;1979;10.120
Total Nacional;03 Alicante/Alacant;Hombres;1978;10.508
Total Nacional;03 Alicante/Alacant;Hombres;1977;10.750
Total Nacional;03 Alicante/Alacant;Hombres;1976;10.950
Total Nacional;03 Alicante/Alacant;Hombres;1975;10.690
Total Nacional;03 Alicante/Alacant;Hombres;1974;10.987
Total Nacional;03 Alicante/Alacant;Hombres;1973;10.620
Total Nacional;03 Alicante/Alacant;Hombres;1972;10.128
Total Nacional;03 Alicante/Alacant;Hombres;1971;10.247
Total Nacional;03 Alicante/Alacant;Hombres;1970;10.048
Total Nacional;03 Alicante/Alacant;Hombres;1969;9.677
Total Nacional;03 Alicante/Alacant;Hombres;1968;9.637
Total Nacional;03 Alicante/Alacant;Hombres;1967;9.519
Total Nacional;03 Alicante/Alacant;Hombres;1966;9.551
Total Nacional;03 Alicante/Alacant;Hombres;1965;9.077
Total Nacional;03 Alicante/Alacant;Hombres;1964;9.272
Total Nacional;03 Alicante/Alacant;Hombres;1963;8.779
Total Nacional;03 Alicante/Alacant;Hombres;1962;8.326
Total Nacional;03 Alicante/Alacant;Hombres;1961;7.970
Total Nacional;03 Alicante/Alacant;Hombres;1960;7.629
Total Nacional;03 Alicante/Alacant;Hombres;1959;7.642
Total Nacional;03 Alicante/Alacant;Hombres;1958;7.770
Total Nacional;03 Alicante/Alacant;Hombres;1957;7.440
Total Nacional;03 Alicante/Alacant;Hombres;1956;6.379
Total Nacional;03 Alicante/Alacant;Hombres;1955;6.508
Total Nacional;03 Alicante/Alacant;Hombres;1954;6.145
Total Nacional;03 Alicante/Alacant;Hombres;1953;5.932
Total Nacional;03 Alicante/Alacant;Hombres;1952;6.251
Total Nacional;03 Alicante/Alacant;Hombres;1951;6.105
Total Nacional;03 Alicante/Alacant;Hombres;1950;5.890
Total Nacional;03 Alicante/Alacant;Hombres;1949;6.187
Total Nacional;03 Alicante/Alacant;Hombres;1948;6.838
Total Nacional;03 Alicante/Alacant;Hombres;1947;6.248
Total Nacional;03 Alicante/Alacant;Hombres;1946;6.167
Total Nacional;03 Alicante/Alacant;Hombres;1945;6.563
Total Nacional;03 Alicante/Alacant;Hombres;1944;6.504
Total Nacional;03 Alicante/Alacant;Hombres;1943;6.411
Total Nacional;03 Alicante/Alacant;Hombres;1942;5.343
Total Nacional;03 Alicante/Alacant;Hombres;1941;5.720
Total Nacional;03 Alicante/Alacant;Mujeres;2022;6.459
Total Nacional;03 Alicante/Alacant;Mujeres;2021;6.449
Total Nacional;03 Alicante/Alacant;Mujeres;2020;6.546
Total Nacional;03 Alicante/Alacant;Mujeres;2019;6.743
Total Nacional;03 Alicante/Alacant;Mujeres;2018;6.862
Total Nacional;03 Alicante/Alacant;Mujeres;2017;7.319
Total Nacional;03 Alicante/Alacant;Mujeres;2016;7.327
Total Nacional;03 Alicante/Alacant;Mujeres;2015;7.615
Total Nacional;03 Alicante/Alacant;Mujeres;2014;7.805
Total Nacional;03 Alicante/Alacant;Mujeres;2013;7.593
Total Nacional;03 Alicante/Alacant;Mujeres;2012;8.152
Total Nacional;03 Alicante/Alacant;Mujeres;2011;8.335
Total Nacional;03 Alicante/Alacant;Mujeres;2010;8.739
Total Nacional;03 Alicante/Alacant;Mujeres;2009;8.865
Total Nacional;03 Alicante/Alacant;Mujeres;2008;9.768
Total Nacional;03 Alicante/Alacant;Mujeres;2007;9.203
Total Nacional;03 Alicante/Alacant;Mujeres;2006;9.056
Total Nacional;03 Alicante/Alacant;Mujeres;2005;8.796
Total Nacional;03 Alicante/Alacant;Mujeres;2004;8.514
Total Nacional;03 Alicante/Alacant;Mujeres;2003;8.249
Total Nacional;03 Alicante/Alacant;Mujeres;2002;7.712
Total Nacional;03 Alicante/Alacant;Mujeres;2001;7.244
Total Nacional;03 Alicante/Alacant;Mujeres;2000;6.898
Total Nacional;03 Alicante/Alacant;Mujeres;1999;6.765
Total Nacional;03 Alicante/Alacant;Mujeres;1998;6.275
Total Nacional;03 Alicante/Alacant;Mujeres;1997;6.133
Total Nacional;03 Alicante/Alacant;Mujeres;1996;6.306
Total Nacional;03 Alicante/Alacant;Mujeres;1995;6.373
Total Nacional;03 Alicante/Alacant;Mujeres;1994;6.450
Total Nacional;03 Alicante/Alacant;Mujeres;1993;6.597
Total Nacional;03 Alicante/Alacant;Mujeres;1992;6.853
Total Nacional;03 Alicante/Alacant;Mujeres;1991;6.982
Total Nacional;03 Alicante/Alacant;Mujeres;1990;7.102
Total Nacional;03 Alicante/Alacant;Mujeres;1989;7.112
Total Nacional;03 Alicante/Alacant;Mujeres;1988;7.289
Total Nacional;03 Alicante/Alacant;Mujeres;1987;7.086
Total Nacional;03 Alicante/Alacant;Mujeres;1986;7.161
Total Nacional;03 Alicante/Alacant;Mujeres;1985;7.349
Total Nacional;03 Alicante/Alacant;Mujeres;1984;7.274
Total Nacional;03 Alicante/Alacant;Mujeres;1983;7.720
Total Nacional;03 Alicante/Alacant;Mujeres;1982;8.289
Total Nacional;03 Alicante/Alacant;Mujeres;1981;8.859
Total Nacional;03 Alicante/Alacant;Mujeres;1980;8.982
Total Nacional;03 Alicante/Alacant;Mujeres;1979;9.260
Total Nacional;03 Alicante/Alacant;Mujeres;1978;9.716
Total Nacional;03 Alicante/Alacant;Mujeres;1977;9.870
Total Nacional;03 Alicante/Alacant;Mujeres;1976;10.384
Total Nacional;03 Alicante/Alacant;Mujeres;1975;9.950
Total Nacional;03 Alicante/Alacant;Mujeres;1974;10.324
Total Nacional;03 Alicante/Alacant;Mujeres;1973;9.990
Total Nacional;03 Alicante/Alacant;Mujeres;1972;9.586
Total Nacional;03 Alicante/Alacant;Mujeres;1971;9.631
Total Nacional;03 Alicante/Alacant;Mujeres;1970;9.504
Total Nacional;03 Alicante/Alacant;Mujeres;1969;9.366
Total Nacional;03 Alicante/Alacant;Mujeres;1968;9.147
Total Nacional;03 Alicante/Alacant;Mujeres;1967;9.185
Total Nacional;03 Alicante/Alacant;Mujeres;1966;8.774
Total Nacional;03 Alicante/Alacant;Mujeres;1965;8.534
Total Nacional;03 Alicante/Alacant;Mujeres;1964;8.980
Total Nacional;03 Alicante/Alacant;Mujeres;1963;8.072
Total Nacional;03 Alicante/Alacant;Mujeres;1962;7.726
Total Nacional;03 Alicante/Alacant;Mujeres;1961;7.494
Total Nacional;03 Alicante/Alacant;Mujeres;1960;7.175
Total Nacional;03 Alicante/Alacant;Mujeres;1959;7.169
Total Nacional;03 Alicante/Alacant;Mujeres;1958;7.160
Total Nacional;03 Alicante/Alacant;Mujeres;1957;6.941
Total Nacional;03 Alicante/Alacant;Mujeres;1956;6.257
Total Nacional;03 Alicante/Alacant;Mujeres;1955;6.237
Total Nacional;03 Alicante/Alacant;Mujeres;1954;5.918
Total Nacional;03 Alicante/Alacant;Mujeres;1953;5.691
Total Nacional;03 Alicante/Alacant;Mujeres;1952;5.865
Total Nacional;03 Alicante/Alacant;Mujeres;1951;5.840
Total Nacional;03 Alicante/Alacant;Mujeres;1950;5.701
Total Nacional;03 Alicante/Alacant;Mujeres;1949;5.998
Total Nacional;03 Alicante/Alacant;Mujeres;1948;6.484
Total Nacional;03 Alicante/Alacant;Mujeres;1947;5.935
Total Nacional;03 Alicante/Alacant;Mujeres;1946;5.912
Total Nacional;03 Alicante/Alacant;Mujeres;1945;6.096
Total Nacional;03 Alicante/Alacant;Mujeres;1944;6.049
Total Nacional;03 Alicante/Alacant;Mujeres;1943;5.882
Total Nacional;03 Alicante/Alacant;Mujeres;1942;5.190
Total Nacional;03 Alicante/Alacant;Mujeres;1941;5.297
Total Nacional;04 Almería;Total;2022;6.830
Total Nacional;04 Almería;Total;2021;6.925
Total Nacional;04 Almería;Total;2020;6.912
Total Nacional;04 Almería;Total;2019;7.290
Total Nacional;04 Almería;Total;2018;7.417
Total Nacional;04 Almería;Total;2017;7.560
Total Nacional;04 Almería;Total;2016;7.794
Total Nacional;04 Almería;Total;2015;7.934
Total Nacional;04 Almería;Total;2014;7.825
Total Nacional;04 Almería;Total;2013;7.768
Total Nacional;04 Almería;Total;2012;7.928
Total Nacional;04 Almería;Total;2011;8.266
Total Nacional;04 Almería;Total;2010;8.456
Total Nacional;04 Almería;Total;2009;8.443
Total Nacional;04 Almería;Total;2008;9.101
Total Nacional;04 Almería;Total;2007;8.451
Total Nacional;04 Almería;Total;2006;8.414
Total Nacional;04 Almería;Total;2005;7.803
Total Nacional;04 Almería;Total;2004;7.519
Total Nacional;04 Almería;Total;2003;6.972
Total Nacional;04 Almería;Total;2002;6.460
Total Nacional;04 Almería;Total;2001;6.487
Total Nacional;04 Almería;Total;2000;6.061
Total Nacional;04 Almería;Total;1999;6.095
Total Nacional;04 Almería;Total;1998;5.685
Total Nacional;04 Almería;Total;1997;5.715
Total Nacional;04 Almería;Total;1996;5.608
Total Nacional;04 Almería;Total;1995;5.657
Total Nacional;04 Almería;Total;1994;5.619
Total Nacional;04 Almería;Total;1993;5.887
Total Nacional;04 Almería;Total;1992;6.101
Total Nacional;04 Almería;Total;1991;6.035
Total Nacional;04 Almería;Total;1990;6.347
Total Nacional;04 Almería;Total;1989;6.215
Total Nacional;04 Almería;Total;1988;6.385
Total Nacional;04 Almería;Total;1987;6.394
Total Nacional;04 Almería;Total;1986;6.328
Total Nacional;04 Almería;Total;1985;6.419
Total Nacional;04 Almería;Total;1984;6.743
Total Nacional;04 Almería;Total;1983;6.986
Total Nacional;04 Almería;Total;1982;7.140
Total Nacional;04 Almería;Total;1981;7.337
Total Nacional;04 Almería;Total;1980;7.603
Total Nacional;04 Almería;Total;1979;7.720
Total Nacional;04 Almería;Total;1978;7.903
Total Nacional;04 Almería;Total;1977;7.980
Total Nacional;04 Almería;Total;1976;8.232
Total Nacional;04 Almería;Total;1975;7.769
Total Nacional;04 Almería;Total;1974;7.847
Total Nacional;04 Almería;Total;1973;8.054
Total Nacional;04 Almería;Total;1972;8.095
Total Nacional;04 Almería;Total;1971;8.155
Total Nacional;04 Almería;Total;1970;8.150
Total Nacional;04 Almería;Total;1969;8.599
Total Nacional;04 Almería;Total;1968;8.725
Total Nacional;04 Almería;Total;1967;8.848
Total Nacional;04 Almería;Total;1966;9.128
Total Nacional;04 Almería;Total;1965;9.119
Total Nacional;04 Almería;Total;1964;9.408
Total Nacional;04 Almería;Total;1963;9.350
Total Nacional;04 Almería;Total;1962;8.676
Total Nacional;04 Almería;Total;1961;8.848
Total Nacional;04 Almería;Total;1960;9.494
Total Nacional;04 Almería;Total;1959;9.544
Total Nacional;04 Almería;Total;1958;10.081
Total Nacional;04 Almería;Total;1957;10.312
Total Nacional;04 Almería;Total;1956;9.077
Total Nacional;04 Almería;Total;1955;9.420
Total Nacional;04 Almería;Total;1954;8.937
Total Nacional;04 Almería;Total;1953;9.444
Total Nacional;04 Almería;Total;1952;9.717
Total Nacional;04 Almería;Total;1951;9.581
Total Nacional;04 Almería;Total;1950;9.351
Total Nacional;04 Almería;Total;1949;9.553
Total Nacional;04 Almería;Total;1948;10.380
Total Nacional;04 Almería;Total;1947;9.598
Total Nacional;04 Almería;Total;1946;9.594
Total Nacional;04 Almería;Total;1945;9.978
Total Nacional;04 Almería;Total;1944;8.500
Total Nacional;04 Almería;Total;1943;9.211
Total Nacional;04 Almería;Total;1942;8.238
Total Nacional;04 Almería;Total;1941;7.698
Total Nacional;04 Almería;Hombres;2022;3.520
Total Nacional;04 Almería;Hombres;2021;3.545
Total Nacional;04 Almería;Hombres;2020;3.606
Total Nacional;04 Almería;Hombres;2019;3.708
Total Nacional;04 Almería;Hombres;2018;3.883
Total Nacional;04 Almería;Hombres;2017;3.837
Total Nacional;04 Almería;Hombres;2016;3.915
Total Nacional;04 Almería;Hombres;2015;4.109
Total Nacional;04 Almería;Hombres;2014;4.023
Total Nacional;04 Almería;Hombres;2013;4.023
Total Nacional;04 Almería;Hombres;2012;4.099
Total Nacional;04 Almería;Hombres;2011;4.185
Total Nacional;04 Almería;Hombres;2010;4.337
Total Nacional;04 Almería;Hombres;2009;4.369
Total Nacional;04 Almería;Hombres;2008;4.676
Total Nacional;04 Almería;Hombres;2007;4.365
Total Nacional;04 Almería;Hombres;2006;4.249
Total Nacional;04 Almería;Hombres;2005;4.020
Total Nacional;04 Almería;Hombres;2004;3.883
Total Nacional;04 Almería;Hombres;2003;3.588
Total Nacional;04 Almería;Hombres;2002;3.246
Total Nacional;04 Almería;Hombres;2001;3.356
Total Nacional;04 Almería;Hombres;2000;3.140
Total Nacional;04 Almería;Hombres;1999;3.208
Total Nacional;04 Almería;Hombres;1998;2.971
Total Nacional;04 Almería;Hombres;1997;3.013
Total Nacional;04 Almería;Hombres;1996;2.908
Total Nacional;04 Almería;Hombres;1995;2.885
Total Nacional;04 Almería;Hombres;1994;2.950
Total Nacional;04 Almería;Hombres;1993;3.033
Total Nacional;04 Almería;Hombres;1992;3.189
Total Nacional;04 Almería;Hombres;1991;3.135
Total Nacional;04 Almería;Hombres;1990;3.318
Total Nacional;04 Almería;Hombres;1989;3.346
Total Nacional;04 Almería;Hombres;1988;3.356
Total Nacional;04 Almería;Hombres;1987;3.377
Total Nacional;04 Almería;Hombres;1986;3.256
Total Nacional;04 Almería;Hombres;1985;3.314
Total Nacional;04 Almería;Hombres;1984;3.437
Total Nacional;04 Almería;Hombres;1983;3.614
Total Nacional;04 Almería;Hombres;1982;3.636
Total Nacional;04 Almería;Hombres;1981;3.743
Total Nacional;04 Almería;Hombres;1980;3.895
Total Nacional;04 Almería;Hombres;1979;3.997
Total Nacional;04 Almería;Hombres;1978;4.043
Total Nacional;04 Almería;Hombres;1977;4.186
Total Nacional;04 Almería;Hombres;1976;4.254
Total Nacional;04 Almería;Hombres;1975;4.057
Total Nacional;04 Almería;Hombres;1974;4.036
Total Nacional;04 Almería;Hombres;1973;4.138
Total Nacional;04 Almería;Hombres;1972;4.126
Total Nacional;04 Almería;Hombres;1971;4.062
Total Nacional;04 Almería;Hombres;1970;4.094
Total Nacional;04 Almería;Hombres;1969;4.392
Total Nacional;04 Almería;Hombres;1968;4.385
Total Nacional;04 Almería;Hombres;1967;4.491
Total Nacional;04 Almería;Hombres;1966;4.584
Total Nacional;04 Almería;Hombres;1965;4.564
Total Nacional;04 Almería;Hombres;1964;4.644
Total Nacional;04 Almería;Hombres;1963;4.659
Total Nacional;04 Almería;Hombres;1962;4.452
Total Nacional;04 Almería;Hombres;1961;4.524
Total Nacional;04 Almería;Hombres;1960;4.837
Total Nacional;04 Almería;Hombres;1959;4.887
Total Nacional;04 Almería;Hombres;1958;4.959
Total Nacional;04 Almería;Hombres;1957;5.110
Total Nacional;04 Almería;Hombres;1956;4.611
Total Nacional;04 Almería;Hombres;1955;4.764
Total Nacional;04 Almería;Hombres;1954;4.539
Total Nacional;04 Almería;Hombres;1953;4.806
Total Nacional;04 Almería;Hombres;1952;4.910
Total Nacional;04 Almería;Hombres;1951;4.914
Total Nacional;04 Almería;Hombres;1950;4.759
Total Nacional;04 Almería;Hombres;1949;4.838
Total Nacional;04 Almería;Hombres;1948;5.268
Total Nacional;04 Almería;Hombres;1947;4.805
Total Nacional;04 Almería;Hombres;1946;4.822
Total Nacional;04 Almería;Hombres;1945;5.124
Total Nacional;04 Almería;Hombres;1944;4.271
Total Nacional;04 Almería;Hombres;1943;4.675
Total Nacional;04 Almería;Hombres;1942;4.271
Total Nacional;04 Almería;Hombres;1941;3.925
Total Nacional;04 Almería;Mujeres;2022;3.310
Total Nacional;04 Almería;Mujeres;2021;3.380
Total Nacional;04 Almería;Mujeres;2020;3.306
Total Nacional;04 Almería;Mujeres;2019;3.582
Total Nacional;04 Almería;Mujeres;2018;3.534
Total Nacional;04 Almería;Mujeres;2017;3.723
Total Nacional;04 Almería;Mujeres;2016;3.879
Total Nacional;04 Almería;Mujeres;2015;3.825
Total Nacional;04 Almería;Mujeres;2014;3.802
Total Nacional;04 Almería;Mujeres;2013;3.745
Total Nacional;04 Almería;Mujeres;2012;3.829
Total Nacional;04 Almería;Mujeres;2011;4.081
Total Nacional;04 Almería;Mujeres;2010;4.119
Total Nacional;04 Almería;Mujeres;2009;4.074
Total Nacional;04 Almería;Mujeres;2008;4.425
Total Nacional;04 Almería;Mujeres;2007;4.086
Total Nacional;04 Almería;Mujeres;2006;4.165
Total Nacional;04 Almería;Mujeres;2005;3.783
Total Nacional;04 Almería;Mujeres;2004;3.636
Total Nacional;04 Almería;Mujeres;2003;3.384
Total Nacional;04 Almería;Mujeres;2002;3.214
Total Nacional;04 Almería;Mujeres;2001;3.131
Total Nacional;04 Almería;Mujeres;2000;2.921
Total Nacional;04 Almería;Mujeres;1999;2.887
Total Nacional;04 Almería;Mujeres;1998;2.714
Total Nacional;04 Almería;Mujeres;1997;2.702
Total Nacional;04 Almería;Mujeres;1996;2.700
Total Nacional;04 Almería;Mujeres;1995;2.772
Total Nacional;04 Almería;Mujeres;1994;2.669
Total Nacional;04 Almería;Mujeres;1993;2.854
Total Nacional;04 Almería;Mujeres;1992;2.912
Total Nacional;04 Almería;Mujeres;1991;2.900
Total Nacional;04 Almería;Mujeres;1990;3.029
Total Nacional;04 Almería;Mujeres;1989;2.869
Total Nacional;04 Almería;Mujeres;1988;3.029
Total Nacional;04 Almería;Mujeres;1987;3.017
Total Nacional;04 Almería;Mujeres;1986;3.072
Total Nacional;04 Almería;Mujeres;1985;3.105
Total Nacional;04 Almería;Mujeres;1984;3.306
Total Nacional;04 Almería;Mujeres;1983;3.372
Total Nacional;04 Almería;Mujeres;1982;3.504
Total Nacional;04 Almería;Mujeres;1981;3.594
Total Nacional;04 Almería;Mujeres;1980;3.708
Total Nacional;04 Almería;Mujeres;1979;3.723
Total Nacional;04 Almería;Mujeres;1978;3.860
Total Nacional;04 Almería;Mujeres;1977;3.794
Total Nacional;04 Almería;Mujeres;1976;3.978
Total Nacional;04 Almería;Mujeres;1975;3.712
Total Nacional;04 Almería;Mujeres;1974;3.811
Total Nacional;04 Almería;Mujeres;1973;3.916
Total Nacional;04 Almería;Mujeres;1972;3.969
Total Nacional;04 Almería;Mujeres;1971;4.093
Total Nacional;04 Almería;Mujeres;1970;4.056
Total Nacional;04 Almería;Mujeres;1969;4.207
Total Nacional;04 Almería;Mujeres;1968;4.340
Total Nacional;04 Almería;Mujeres;1967;4.357
Total Nacional;04 Almería;Mujeres;1966;4.544
Total Nacional;04 Almería;Mujeres;1965;4.555
Total Nacional;04 Almería;Mujeres;1964;4.764
Total Nacional;04 Almería;Mujeres;1963;4.691
Total Nacional;04 Almería;Mujeres;1962;4.224
Total Nacional;04 Almería;Mujeres;1961;4.324
Total Nacional;04 Almería;Mujeres;1960;4.657
Total Nacional;04 Almería;Mujeres;1959;4.657
Total Nacional;04 Almería;Mujeres;1958;5.122
Total Nacional;04 Almería;Mujeres;1957;5.202
Total Nacional;04 Almería;Mujeres;1956;4.466
Total Nacional;04 Almería;Mujeres;1955;4.656
Total Nacional;04 Almería;Mujeres;1954;4.398
Total Nacional;04 Almería;Mujeres;1953;4.638
Total Nacional;04 Almería;Mujeres;1952;4.807
Total Nacional;04 Almería;Mujeres;1951;4.667
Total Nacional;04 Almería;Mujeres;1950;4.592
Total Nacional;04 Almería;Mujeres;1949;4.715
