Total Nacional;Provincias;Sexo;Periodo;Total
Total Nacional;23 Jaén;Mujeres;2021;2.168
Total Nacional;23 Jaén;Mujeres;2020;2.177
Total Nacional;23 Jaén;Mujeres;2019;2.271
Total Nacional;23 Jaén;Mujeres;2018;2.322
Total Nacional;23 Jaén;Mujeres;2017;2.432
Total Nacional;23 Jaén;Mujeres;2016;2.542
Total Nacional;23 Jaén;Mujeres;2015;2.610
Total Nacional;23 Jaén;Mujeres;2014;2.781
Total Nacional;23 Jaén;Mujeres;2013;2.723
Total Nacional;23 Jaén;Mujeres;2012;2.802
Total Nacional;23 Jaén;Mujeres;2011;3.045
Total Nacional;23 Jaén;Mujeres;2010;3.037
Total Nacional;23 Jaén;Mujeres;2009;3.239
Total Nacional;23 Jaén;Mujeres;2008;3.419
Total Nacional;23 Jaén;Mujeres;2007;3.233
Total Nacional;23 Jaén;Mujeres;2006;3.399
Total Nacional;23 Jaén;Mujeres;2005;3.207
Total Nacional;23 Jaén;Mujeres;2004;3.255
Total Nacional;23 Jaén;Mujeres;2003;3.270
Total Nacional;23 Jaén;Mujeres;2002;3.146
Total Nacional;23 Jaén;Mujeres;2001;3.105
Total Nacional;23 Jaén;Mujeres;2000;3.273
Total Nacional;23 Jaén;Mujeres;1999;3.357
Total Nacional;23 Jaén;Mujeres;1998;3.209
Total Nacional;23 Jaén;Mujeres;1997;3.418
Total Nacional;23 Jaén;Mujeres;1996;3.447
Total Nacional;23 Jaén;Mujeres;1995;3.583
Total Nacional;23 Jaén;Mujeres;1994;3.694
Total Nacional;23 Jaén;Mujeres;1993;4.009
Total Nacional;23 Jaén;Mujeres;1992;4.034
Total Nacional;23 Jaén;Mujeres;1991;3.926
Total Nacional;23 Jaén;Mujeres;1990;3.999
Total Nacional;23 Jaén;Mujeres;1989;4.214
Total Nacional;23 Jaén;Mujeres;1988;4.108
Total Nacional;23 Jaén;Mujeres;1987;4.289
Total Nacional;23 Jaén;Mujeres;1986;4.432
Total Nacional;23 Jaén;Mujeres;1985;4.423
Total Nacional;23 Jaén;Mujeres;1984;4.561
Total Nacional;23 Jaén;Mujeres;1983;4.653
Total Nacional;23 Jaén;Mujeres;1982;4.697
Total Nacional;23 Jaén;Mujeres;1981;4.508
Total Nacional;23 Jaén;Mujeres;1980;5.024
Total Nacional;23 Jaén;Mujeres;1979;4.958
Total Nacional;23 Jaén;Mujeres;1978;4.984
Total Nacional;23 Jaén;Mujeres;1977;4.953
Total Nacional;23 Jaén;Mujeres;1976;5.216
Total Nacional;23 Jaén;Mujeres;1975;5.075
Total Nacional;23 Jaén;Mujeres;1974;5.444
Total Nacional;23 Jaén;Mujeres;1973;5.560
Total Nacional;23 Jaén;Mujeres;1972;5.950
Total Nacional;23 Jaén;Mujeres;1971;5.847
Total Nacional;23 Jaén;Mujeres;1970;6.317
Total Nacional;23 Jaén;Mujeres;1969;6.622
Total Nacional;23 Jaén;Mujeres;1968;7.158
Total Nacional;23 Jaén;Mujeres;1967;7.589
Total Nacional;23 Jaén;Mujeres;1966;7.378
Total Nacional;23 Jaén;Mujeres;1965;8.342
Total Nacional;23 Jaén;Mujeres;1964;9.484
Total Nacional;23 Jaén;Mujeres;1963;9.013
Total Nacional;23 Jaén;Mujeres;1962;9.078
Total Nacional;23 Jaén;Mujeres;1961;9.339
Total Nacional;23 Jaén;Mujeres;1960;9.550
Total Nacional;23 Jaén;Mujeres;1959;9.009
Total Nacional;23 Jaén;Mujeres;1958;9.919
Total Nacional;23 Jaén;Mujeres;1957;9.324
Total Nacional;23 Jaén;Mujeres;1956;9.295
Total Nacional;23 Jaén;Mujeres;1955;8.945
Total Nacional;23 Jaén;Mujeres;1954;8.598
Total Nacional;23 Jaén;Mujeres;1953;9.627
Total Nacional;23 Jaén;Mujeres;1952;9.694
Total Nacional;23 Jaén;Mujeres;1951;8.458
Total Nacional;23 Jaén;Mujeres;1950;8.329
Total Nacional;23 Jaén;Mujeres;1949;9.956
Total Nacional;23 Jaén;Mujeres;1948;11.401
Total Nacional;23 Jaén;Mujeres;1947;9.877
Total Nacional;23 Jaén;Mujeres;1946;8.651
Total Nacional;23 Jaén;Mujeres;1945;10.792
Total Nacional;23 Jaén;Mujeres;1944;9.889
Total Nacional;23 Jaén;Mujeres;1943;10.223
Total Nacional;23 Jaén;Mujeres;1942;9.276
Total Nacional;23 Jaén;Mujeres;1941;8.704
Total Nacional;24 León;Total;2022;2.165
Total Nacional;24 León;Total;2021;2.312
Total Nacional;24 León;Total;2020;2.283
Total Nacional;24 León;Total;2019;2.390
Total Nacional;24 León;Total;2018;2.646
Total Nacional;24 León;Total;2017;2.666
Total Nacional;24 León;Total;2016;2.889
Total Nacional;24 León;Total;2015;3.063
Total Nacional;24 León;Total;2014;3.065
Total Nacional;24 León;Total;2013;3.081
Total Nacional;24 León;Total;2012;3.244
Total Nacional;24 León;Total;2011;3.346
Total Nacional;24 León;Total;2010;3.452
Total Nacional;24 León;Total;2009;3.523
Total Nacional;24 León;Total;2008;3.558
Total Nacional;24 León;Total;2007;3.543
Total Nacional;24 León;Total;2006;3.330
Total Nacional;24 León;Total;2005;3.349
Total Nacional;24 León;Total;2004;3.329
Total Nacional;24 León;Total;2003;3.267
Total Nacional;24 León;Total;2002;3.216
Total Nacional;24 León;Total;2001;3.226
Total Nacional;24 León;Total;2000;3.225
Total Nacional;24 León;Total;1999;3.164
Total Nacional;24 León;Total;1998;3.242
Total Nacional;24 León;Total;1997;3.358
Total Nacional;24 León;Total;1996;3.264
Total Nacional;24 León;Total;1995;3.302
Total Nacional;24 León;Total;1994;3.428
Total Nacional;24 León;Total;1993;3.618
Total Nacional;24 León;Total;1992;3.853
Total Nacional;24 León;Total;1991;4.082
Total Nacional;24 León;Total;1990;4.162
Total Nacional;24 León;Total;1989;4.406
Total Nacional;24 León;Total;1988;4.549
Total Nacional;24 León;Total;1987;4.837
Total Nacional;24 León;Total;1986;5.211
Total Nacional;24 León;Total;1985;5.537
Total Nacional;24 León;Total;1984;5.966
Total Nacional;24 León;Total;1983;6.084
Total Nacional;24 León;Total;1982;6.353
Total Nacional;24 León;Total;1981;6.491
Total Nacional;24 León;Total;1980;6.820
Total Nacional;24 León;Total;1979;7.168
Total Nacional;24 León;Total;1978;7.404
Total Nacional;24 León;Total;1977;7.379
Total Nacional;24 León;Total;1976;7.555
Total Nacional;24 León;Total;1975;7.233
Total Nacional;24 León;Total;1974;7.852
Total Nacional;24 León;Total;1973;7.788
Total Nacional;24 León;Total;1972;8.259
Total Nacional;24 León;Total;1971;8.538
Total Nacional;24 León;Total;1970;8.690
Total Nacional;24 León;Total;1969;9.315
Total Nacional;24 León;Total;1968;9.417
Total Nacional;24 León;Total;1967;9.796
Total Nacional;24 León;Total;1966;10.273
Total Nacional;24 León;Total;1965;10.802
Total Nacional;24 León;Total;1964;11.599
Total Nacional;24 León;Total;1963;11.953
Total Nacional;24 León;Total;1962;12.284
Total Nacional;24 León;Total;1961;12.682
Total Nacional;24 León;Total;1960;13.207
Total Nacional;24 León;Total;1959;13.340
Total Nacional;24 León;Total;1958;13.043
Total Nacional;24 León;Total;1957;13.312
Total Nacional;24 León;Total;1956;13.387
Total Nacional;24 León;Total;1955;13.340
Total Nacional;24 León;Total;1954;13.222
Total Nacional;24 León;Total;1953;12.976
Total Nacional;24 León;Total;1952;12.893
Total Nacional;24 León;Total;1951;12.830
Total Nacional;24 León;Total;1950;13.326
Total Nacional;24 León;Total;1949;13.558
Total Nacional;24 León;Total;1948;13.822
Total Nacional;24 León;Total;1947;12.536
Total Nacional;24 León;Total;1946;13.122
Total Nacional;24 León;Total;1945;13.451
Total Nacional;24 León;Total;1944;12.952
Total Nacional;24 León;Total;1943;13.022
Total Nacional;24 León;Total;1942;11.746
Total Nacional;24 León;Total;1941;11.685
Total Nacional;24 León;Hombres;2022;1.135
Total Nacional;24 León;Hombres;2021;1.181
Total Nacional;24 León;Hombres;2020;1.165
Total Nacional;24 León;Hombres;2019;1.219
Total Nacional;24 León;Hombres;2018;1.380
Total Nacional;24 León;Hombres;2017;1.332
Total Nacional;24 León;Hombres;2016;1.517
Total Nacional;24 León;Hombres;2015;1.612
Total Nacional;24 León;Hombres;2014;1.610
Total Nacional;24 León;Hombres;2013;1.613
Total Nacional;24 León;Hombres;2012;1.684
Total Nacional;24 León;Hombres;2011;1.728
Total Nacional;24 León;Hombres;2010;1.716
Total Nacional;24 León;Hombres;2009;1.812
Total Nacional;24 León;Hombres;2008;1.836
Total Nacional;24 León;Hombres;2007;1.817
Total Nacional;24 León;Hombres;2006;1.726
Total Nacional;24 León;Hombres;2005;1.753
Total Nacional;24 León;Hombres;2004;1.708
Total Nacional;24 León;Hombres;2003;1.626
Total Nacional;24 León;Hombres;2002;1.612
Total Nacional;24 León;Hombres;2001;1.679
Total Nacional;24 León;Hombres;2000;1.657
Total Nacional;24 León;Hombres;1999;1.617
Total Nacional;24 León;Hombres;1998;1.723
Total Nacional;24 León;Hombres;1997;1.755
Total Nacional;24 León;Hombres;1996;1.682
Total Nacional;24 León;Hombres;1995;1.719
Total Nacional;24 León;Hombres;1994;1.798
Total Nacional;24 León;Hombres;1993;1.884
Total Nacional;24 León;Hombres;1992;2.023
Total Nacional;24 León;Hombres;1991;2.124
Total Nacional;24 León;Hombres;1990;2.098
Total Nacional;24 León;Hombres;1989;2.254
Total Nacional;24 León;Hombres;1988;2.330
Total Nacional;24 León;Hombres;1987;2.518
Total Nacional;24 León;Hombres;1986;2.685
Total Nacional;24 León;Hombres;1985;2.946
Total Nacional;24 León;Hombres;1984;3.073
Total Nacional;24 León;Hombres;1983;3.102
Total Nacional;24 León;Hombres;1982;3.230
Total Nacional;24 León;Hombres;1981;3.367
Total Nacional;24 León;Hombres;1980;3.525
Total Nacional;24 León;Hombres;1979;3.703
Total Nacional;24 León;Hombres;1978;3.829
Total Nacional;24 León;Hombres;1977;3.768
Total Nacional;24 León;Hombres;1976;3.899
Total Nacional;24 León;Hombres;1975;3.716
Total Nacional;24 León;Hombres;1974;4.005
Total Nacional;24 León;Hombres;1973;4.041
Total Nacional;24 León;Hombres;1972;4.318
Total Nacional;24 León;Hombres;1971;4.397
Total Nacional;24 León;Hombres;1970;4.456
Total Nacional;24 León;Hombres;1969;4.760
Total Nacional;24 León;Hombres;1968;4.870
Total Nacional;24 León;Hombres;1967;5.081
Total Nacional;24 León;Hombres;1966;5.292
Total Nacional;24 León;Hombres;1965;5.583
Total Nacional;24 León;Hombres;1964;5.886
Total Nacional;24 León;Hombres;1963;6.119
Total Nacional;24 León;Hombres;1962;6.260
Total Nacional;24 León;Hombres;1961;6.508
Total Nacional;24 León;Hombres;1960;6.782
Total Nacional;24 León;Hombres;1959;6.764
Total Nacional;24 León;Hombres;1958;6.669
Total Nacional;24 León;Hombres;1957;6.815
Total Nacional;24 León;Hombres;1956;6.913
Total Nacional;24 León;Hombres;1955;6.810
Total Nacional;24 León;Hombres;1954;6.717
Total Nacional;24 León;Hombres;1953;6.673
Total Nacional;24 León;Hombres;1952;6.716
Total Nacional;24 León;Hombres;1951;6.519
Total Nacional;24 León;Hombres;1950;6.801
Total Nacional;24 León;Hombres;1949;6.970
Total Nacional;24 León;Hombres;1948;7.015
Total Nacional;24 León;Hombres;1947;6.466
Total Nacional;24 León;Hombres;1946;6.644
Total Nacional;24 León;Hombres;1945;6.907
Total Nacional;24 León;Hombres;1944;6.682
Total Nacional;24 León;Hombres;1943;6.661
Total Nacional;24 León;Hombres;1942;6.058
Total Nacional;24 León;Hombres;1941;6.085
Total Nacional;24 León;Mujeres;2022;1.030
Total Nacional;24 León;Mujeres;2021;1.131
Total Nacional;24 León;Mujeres;2020;1.118
Total Nacional;24 León;Mujeres;2019;1.171
Total Nacional;24 León;Mujeres;2018;1.266
Total Nacional;24 León;Mujeres;2017;1.334
Total Nacional;24 León;Mujeres;2016;1.372
Total Nacional;24 León;Mujeres;2015;1.451
Total Nacional;24 León;Mujeres;2014;1.455
Total Nacional;24 León;Mujeres;2013;1.468
Total Nacional;24 León;Mujeres;2012;1.560
Total Nacional;24 León;Mujeres;2011;1.618
Total Nacional;24 León;Mujeres;2010;1.736
Total Nacional;24 León;Mujeres;2009;1.711
Total Nacional;24 León;Mujeres;2008;1.722
Total Nacional;24 León;Mujeres;2007;1.726
Total Nacional;24 León;Mujeres;2006;1.604
Total Nacional;24 León;Mujeres;2005;1.596
Total Nacional;24 León;Mujeres;2004;1.621
Total Nacional;24 León;Mujeres;2003;1.641
Total Nacional;24 León;Mujeres;2002;1.604
Total Nacional;24 León;Mujeres;2001;1.547
Total Nacional;24 León;Mujeres;2000;1.568
Total Nacional;24 León;Mujeres;1999;1.547
Total Nacional;24 León;Mujeres;1998;1.519
Total Nacional;24 León;Mujeres;1997;1.603
Total Nacional;24 León;Mujeres;1996;1.582
Total Nacional;24 León;Mujeres;1995;1.583
Total Nacional;24 León;Mujeres;1994;1.630
Total Nacional;24 León;Mujeres;1993;1.734
Total Nacional;24 León;Mujeres;1992;1.830
Total Nacional;24 León;Mujeres;1991;1.958
Total Nacional;24 León;Mujeres;1990;2.064
Total Nacional;24 León;Mujeres;1989;2.152
Total Nacional;24 León;Mujeres;1988;2.219
Total Nacional;24 León;Mujeres;1987;2.319
Total Nacional;24 León;Mujeres;1986;2.526
Total Nacional;24 León;Mujeres;1985;2.591
Total Nacional;24 León;Mujeres;1984;2.893
Total Nacional;24 León;Mujeres;1983;2.982
Total Nacional;24 León;Mujeres;1982;3.123
Total Nacional;24 León;Mujeres;1981;3.124
Total Nacional;24 León;Mujeres;1980;3.295
Total Nacional;24 León;Mujeres;1979;3.465
Total Nacional;24 León;Mujeres;1978;3.575
Total Nacional;24 León;Mujeres;1977;3.611
Total Nacional;24 León;Mujeres;1976;3.656
Total Nacional;24 León;Mujeres;1975;3.517
Total Nacional;24 León;Mujeres;1974;3.847
Total Nacional;24 León;Mujeres;1973;3.747
Total Nacional;24 León;Mujeres;1972;3.941
Total Nacional;24 León;Mujeres;1971;4.141
Total Nacional;24 León;Mujeres;1970;4.234
Total Nacional;24 León;Mujeres;1969;4.555
Total Nacional;24 León;Mujeres;1968;4.547
Total Nacional;24 León;Mujeres;1967;4.715
Total Nacional;24 León;Mujeres;1966;4.981
Total Nacional;24 León;Mujeres;1965;5.219
Total Nacional;24 León;Mujeres;1964;5.713
Total Nacional;24 León;Mujeres;1963;5.834
Total Nacional;24 León;Mujeres;1962;6.024
Total Nacional;24 León;Mujeres;1961;6.174
Total Nacional;24 León;Mujeres;1960;6.425
Total Nacional;24 León;Mujeres;1959;6.576
Total Nacional;24 León;Mujeres;1958;6.374
Total Nacional;24 León;Mujeres;1957;6.497
Total Nacional;24 León;Mujeres;1956;6.474
Total Nacional;24 León;Mujeres;1955;6.530
Total Nacional;24 León;Mujeres;1954;6.505
Total Nacional;24 León;Mujeres;1953;6.303
Total Nacional;24 León;Mujeres;1952;6.177
Total Nacional;24 León;Mujeres;1951;6.311
Total Nacional;24 León;Mujeres;1950;6.525
Total Nacional;24 León;Mujeres;1949;6.588
Total Nacional;24 León;Mujeres;1948;6.807
Total Nacional;24 León;Mujeres;1947;6.070
Total Nacional;24 León;Mujeres;1946;6.478
Total Nacional;24 León;Mujeres;1945;6.544
Total Nacional;24 León;Mujeres;1944;6.270
Total Nacional;24 León;Mujeres;1943;6.361
Total Nacional;24 León;Mujeres;1942;5.688
Total Nacional;24 León;Mujeres;1941;5.600
Total Nacional;25 Lleida;Total;2022;3.183
Total Nacional;25 Lleida;Total;2021;3.203
Total Nacional;25 Lleida;Total;2020;3.348
Total Nacional;25 Lleida;Total;2019;3.441
Total Nacional;25 Lleida;Total;2018;3.470
Total Nacional;25 Lleida;Total;2017;3.707
Total Nacional;25 Lleida;Total;2016;3.834
Total Nacional;25 Lleida;Total;2015;3.983
Total Nacional;25 Lleida;Total;2014;4.154
Total Nacional;25 Lleida;Total;2013;4.100
Total Nacional;25 Lleida;Total;2012;4.364
Total Nacional;25 Lleida;Total;2011;4.622
Total Nacional;25 Lleida;Total;2010;4.858
Total Nacional;25 Lleida;Total;2009;4.953
Total Nacional;25 Lleida;Total;2008;5.181
Total Nacional;25 Lleida;Total;2007;4.562
Total Nacional;25 Lleida;Total;2006;4.358
Total Nacional;25 Lleida;Total;2005;4.251
Total Nacional;25 Lleida;Total;2004;3.961
Total Nacional;25 Lleida;Total;2003;3.786
Total Nacional;25 Lleida;Total;2002;3.406
Total Nacional;25 Lleida;Total;2001;3.369
Total Nacional;25 Lleida;Total;2000;3.268
Total Nacional;25 Lleida;Total;1999;3.098
Total Nacional;25 Lleida;Total;1998;3.018
Total Nacional;25 Lleida;Total;1997;2.991
Total Nacional;25 Lleida;Total;1996;2.962
Total Nacional;25 Lleida;Total;1995;2.928
Total Nacional;25 Lleida;Total;1994;3.005
Total Nacional;25 Lleida;Total;1993;3.244
Total Nacional;25 Lleida;Total;1992;3.309
Total Nacional;25 Lleida;Total;1991;3.280
Total Nacional;25 Lleida;Total;1990;3.319
Total Nacional;25 Lleida;Total;1989;3.448
Total Nacional;25 Lleida;Total;1988;3.498
Total Nacional;25 Lleida;Total;1987;3.443
Total Nacional;25 Lleida;Total;1986;3.474
Total Nacional;25 Lleida;Total;1985;3.776
Total Nacional;25 Lleida;Total;1984;3.764
Total Nacional;25 Lleida;Total;1983;4.033
Total Nacional;25 Lleida;Total;1982;4.229
Total Nacional;25 Lleida;Total;1981;4.151
Total Nacional;25 Lleida;Total;1980;4.629
Total Nacional;25 Lleida;Total;1979;4.979
Total Nacional;25 Lleida;Total;1978;5.291
Total Nacional;25 Lleida;Total;1977;5.346
Total Nacional;25 Lleida;Total;1976;5.635
Total Nacional;25 Lleida;Total;1975;5.406
Total Nacional;25 Lleida;Total;1974;5.570
Total Nacional;25 Lleida;Total;1973;5.353
Total Nacional;25 Lleida;Total;1972;5.378
Total Nacional;25 Lleida;Total;1971;5.367
Total Nacional;25 Lleida;Total;1970;5.548
Total Nacional;25 Lleida;Total;1969;5.559
Total Nacional;25 Lleida;Total;1968;5.569
Total Nacional;25 Lleida;Total;1967;5.789
Total Nacional;25 Lleida;Total;1966;5.927
Total Nacional;25 Lleida;Total;1965;6.095
Total Nacional;25 Lleida;Total;1964;6.342
Total Nacional;25 Lleida;Total;1963;6.051
Total Nacional;25 Lleida;Total;1962;6.164
Total Nacional;25 Lleida;Total;1961;6.277
Total Nacional;25 Lleida;Total;1960;5.963
Total Nacional;25 Lleida;Total;1959;6.094
Total Nacional;25 Lleida;Total;1958;5.940
Total Nacional;25 Lleida;Total;1957;6.232
Total Nacional;25 Lleida;Total;1956;5.879
Total Nacional;25 Lleida;Total;1955;5.912
Total Nacional;25 Lleida;Total;1954;5.637
Total Nacional;25 Lleida;Total;1953;5.532
Total Nacional;25 Lleida;Total;1952;5.561
Total Nacional;25 Lleida;Total;1951;5.123
Total Nacional;25 Lleida;Total;1950;5.363
Total Nacional;25 Lleida;Total;1949;5.453
Total Nacional;25 Lleida;Total;1948;5.401
Total Nacional;25 Lleida;Total;1947;5.162
Total Nacional;25 Lleida;Total;1946;5.072
Total Nacional;25 Lleida;Total;1945;5.011
Total Nacional;25 Lleida;Total;1944;4.996
Total Nacional;25 Lleida;Total;1943;4.831
Total Nacional;25 Lleida;Total;1942;4.455
Total Nacional;25 Lleida;Total;1941;4.017
Total Nacional;25 Lleida;Hombres;2022;1.645
Total Nacional;25 Lleida;Hombres;2021;1.666
Total Nacional;25 Lleida;Hombres;2020;1.662
Total Nacional;25 Lleida;Hombres;2019;1.774
Total Nacional;25 Lleida;Hombres;2018;1.794
Total Nacional;25 Lleida;Hombres;2017;1.898
Total Nacional;25 Lleida;Hombres;2016;1.943
Total Nacional;25 Lleida;Hombres;2015;2.056
Total Nacional;25 Lleida;Hombres;2014;2.129
Total Nacional;25 Lleida;Hombres;2013;2.090
Total Nacional;25 Lleida;Hombres;2012;2.209
Total Nacional;25 Lleida;Hombres;2011;2.364
Total Nacional;25 Lleida;Hombres;2010;2.528
Total Nacional;25 Lleida;Hombres;2009;2.613
Total Nacional;25 Lleida;Hombres;2008;2.634
Total Nacional;25 Lleida;Hombres;2007;2.350
Total Nacional;25 Lleida;Hombres;2006;2.269
Total Nacional;25 Lleida;Hombres;2005;2.164
Total Nacional;25 Lleida;Hombres;2004;2.008
Total Nacional;25 Lleida;Hombres;2003;1.952
Total Nacional;25 Lleida;Hombres;2002;1.776
Total Nacional;25 Lleida;Hombres;2001;1.739
Total Nacional;25 Lleida;Hombres;2000;1.634
Total Nacional;25 Lleida;Hombres;1999;1.592
Total Nacional;25 Lleida;Hombres;1998;1.542
Total Nacional;25 Lleida;Hombres;1997;1.479
Total Nacional;25 Lleida;Hombres;1996;1.540
Total Nacional;25 Lleida;Hombres;1995;1.564
Total Nacional;25 Lleida;Hombres;1994;1.528
Total Nacional;25 Lleida;Hombres;1993;1.671
Total Nacional;25 Lleida;Hombres;1992;1.697
Total Nacional;25 Lleida;Hombres;1991;1.690
Total Nacional;25 Lleida;Hombres;1990;1.723
Total Nacional;25 Lleida;Hombres;1989;1.765
Total Nacional;25 Lleida;Hombres;1988;1.823
Total Nacional;25 Lleida;Hombres;1987;1.785
Total Nacional;25 Lleida;Hombres;1986;1.743
Total Nacional;25 Lleida;Hombres;1985;1.950
Total Nacional;25 Lleida;Hombres;1984;1.992
Total Nacional;25 Lleida;Hombres;1983;2.074
Total Nacional;25 Lleida;Hombres;1982;2.178
Total Nacional;25 Lleida;Hombres;1981;2.239
Total Nacional;25 Lleida;Hombres;1980;2.421
Total Nacional;25 Lleida;Hombres;1979;2.513
Total Nacional;25 Lleida;Hombres;1978;2.694
Total Nacional;25 Lleida;Hombres;1977;2.792
Total Nacional;25 Lleida;Hombres;1976;2.896
Total Nacional;25 Lleida;Hombres;1975;2.774
Total Nacional;25 Lleida;Hombres;1974;2.836
Total Nacional;25 Lleida;Hombres;1973;2.717
Total Nacional;25 Lleida;Hombres;1972;2.694
Total Nacional;25 Lleida;Hombres;1971;2.794
Total Nacional;25 Lleida;Hombres;1970;2.835
Total Nacional;25 Lleida;Hombres;1969;2.903
Total Nacional;25 Lleida;Hombres;1968;2.883
Total Nacional;25 Lleida;Hombres;1967;2.968
Total Nacional;25 Lleida;Hombres;1966;3.111
Total Nacional;25 Lleida;Hombres;1965;3.167
Total Nacional;25 Lleida;Hombres;1964;3.277
Total Nacional;25 Lleida;Hombres;1963;3.142
Total Nacional;25 Lleida;Hombres;1962;3.186
Total Nacional;25 Lleida;Hombres;1961;3.231
Total Nacional;25 Lleida;Hombres;1960;3.059
Total Nacional;25 Lleida;Hombres;1959;3.174
Total Nacional;25 Lleida;Hombres;1958;3.014
Total Nacional;25 Lleida;Hombres;1957;3.172
Total Nacional;25 Lleida;Hombres;1956;3.052
Total Nacional;25 Lleida;Hombres;1955;3.031
Total Nacional;25 Lleida;Hombres;1954;2.938
Total Nacional;25 Lleida;Hombres;1953;2.871
Total Nacional;25 Lleida;Hombres;1952;2.889
Total Nacional;25 Lleida;Hombres;1951;2.606
Total Nacional;25 Lleida;Hombres;1950;2.726
Total Nacional;25 Lleida;Hombres;1949;2.858
Total Nacional;25 Lleida;Hombres;1948;2.771
Total Nacional;25 Lleida;Hombres;1947;2.630
Total Nacional;25 Lleida;Hombres;1946;2.595
Total Nacional;25 Lleida;Hombres;1945;2.572
Total Nacional;25 Lleida;Hombres;1944;2.617
Total Nacional;25 Lleida;Hombres;1943;2.486
Total Nacional;25 Lleida;Hombres;1942;2.333
Total Nacional;25 Lleida;Hombres;1941;2.046
Total Nacional;25 Lleida;Mujeres;2022;1.538
Total Nacional;25 Lleida;Mujeres;2021;1.537
Total Nacional;25 Lleida;Mujeres;2020;1.686
Total Nacional;25 Lleida;Mujeres;2019;1.667
Total Nacional;25 Lleida;Mujeres;2018;1.676
Total Nacional;25 Lleida;Mujeres;2017;1.809
Total Nacional;25 Lleida;Mujeres;2016;1.891
Total Nacional;25 Lleida;Mujeres;2015;1.927
Total Nacional;25 Lleida;Mujeres;2014;2.025
Total Nacional;25 Lleida;Mujeres;2013;2.010
Total Nacional;25 Lleida;Mujeres;2012;2.155
Total Nacional;25 Lleida;Mujeres;2011;2.258
Total Nacional;25 Lleida;Mujeres;2010;2.330
Total Nacional;25 Lleida;Mujeres;2009;2.340
Total Nacional;25 Lleida;Mujeres;2008;2.547
Total Nacional;25 Lleida;Mujeres;2007;2.212
Total Nacional;25 Lleida;Mujeres;2006;2.089
Total Nacional;25 Lleida;Mujeres;2005;2.087
Total Nacional;25 Lleida;Mujeres;2004;1.953
Total Nacional;25 Lleida;Mujeres;2003;1.834
Total Nacional;25 Lleida;Mujeres;2002;1.630
Total Nacional;25 Lleida;Mujeres;2001;1.630
Total Nacional;25 Lleida;Mujeres;2000;1.634
Total Nacional;25 Lleida;Mujeres;1999;1.506
Total Nacional;25 Lleida;Mujeres;1998;1.476
Total Nacional;25 Lleida;Mujeres;1997;1.512
Total Nacional;25 Lleida;Mujeres;1996;1.422
Total Nacional;25 Lleida;Mujeres;1995;1.364
Total Nacional;25 Lleida;Mujeres;1994;1.477
Total Nacional;25 Lleida;Mujeres;1993;1.573
Total Nacional;25 Lleida;Mujeres;1992;1.612
Total Nacional;25 Lleida;Mujeres;1991;1.590
Total Nacional;25 Lleida;Mujeres;1990;1.596
Total Nacional;25 Lleida;Mujeres;1989;1.683
Total Nacional;25 Lleida;Mujeres;1988;1.675
Total Nacional;25 Lleida;Mujeres;1987;1.658
Total Nacional;25 Lleida;Mujeres;1986;1.731
Total Nacional;25 Lleida;Mujeres;1985;1.826
Total Nacional;25 Lleida;Mujeres;1984;1.772
Total Nacional;25 Lleida;Mujeres;1983;1.959
Total Nacional;25 Lleida;Mujeres;1982;2.051
Total Nacional;25 Lleida;Mujeres;1981;1.912
Total Nacional;25 Lleida;Mujeres;1980;2.208
Total Nacional;25 Lleida;Mujeres;1979;2.466
Total Nacional;25 Lleida;Mujeres;1978;2.597
Total Nacional;25 Lleida;Mujeres;1977;2.554
Total Nacional;25 Lleida;Mujeres;1976;2.739
Total Nacional;25 Lleida;Mujeres;1975;2.632
Total Nacional;25 Lleida;Mujeres;1974;2.734
Total Nacional;25 Lleida;Mujeres;1973;2.636
Total Nacional;25 Lleida;Mujeres;1972;2.684
Total Nacional;25 Lleida;Mujeres;1971;2.573
Total Nacional;25 Lleida;Mujeres;1970;2.713
Total Nacional;25 Lleida;Mujeres;1969;2.656
Total Nacional;25 Lleida;Mujeres;1968;2.686
Total Nacional;25 Lleida;Mujeres;1967;2.821
Total Nacional;25 Lleida;Mujeres;1966;2.816
Total Nacional;25 Lleida;Mujeres;1965;2.928
Total Nacional;25 Lleida;Mujeres;1964;3.065
Total Nacional;25 Lleida;Mujeres;1963;2.909
Total Nacional;25 Lleida;Mujeres;1962;2.978
Total Nacional;25 Lleida;Mujeres;1961;3.046
Total Nacional;25 Lleida;Mujeres;1960;2.904
Total Nacional;25 Lleida;Mujeres;1959;2.920
Total Nacional;25 Lleida;Mujeres;1958;2.926
Total Nacional;25 Lleida;Mujeres;1957;3.060
Total Nacional;25 Lleida;Mujeres;1956;2.827
Total Nacional;25 Lleida;Mujeres;1955;2.881
Total Nacional;25 Lleida;Mujeres;1954;2.699
Total Nacional;25 Lleida;Mujeres;1953;2.661
Total Nacional;25 Lleida;Mujeres;1952;2.672
Total Nacional;25 Lleida;Mujeres;1951;2.517
Total Nacional;25 Lleida;Mujeres;1950;2.637
Total Nacional;25 Lleida;Mujeres;1949;2.595
Total Nacional;25 Lleida;Mujeres;1948;2.630
Total Nacional;25 Lleida;Mujeres;1947;2.532
Total Nacional;25 Lleida;Mujeres;1946;2.477
Total Nacional;25 Lleida;Mujeres;1945;2.439
