Total Nacional;Provincias;Sexo;Periodo;Total
Total Nacional;12 Castellón/Castelló;Total;1941;5.444
Total Nacional;12 Castellón/Castelló;Total;1940;5.473
Total Nacional;12 Castellón/Castelló;Total;1939;5.906
Total Nacional;12 Castellón/Castelló;Total;1938;9.227
Total Nacional;12 Castellón/Castelló;Total;1937;6.296
Total Nacional;12 Castellón/Castelló;Total;1936;5.041
Total Nacional;12 Castellón/Castelló;Total;1935;5.026
Total Nacional;12 Castellón/Castelló;Total;1934;4.691
Total Nacional;12 Castellón/Castelló;Total;1933;4.893
Total Nacional;12 Castellón/Castelló;Total;1932;4.956
Total Nacional;12 Castellón/Castelló;Total;1931;5.294
Total Nacional;12 Castellón/Castelló;Total;1930;5.364
Total Nacional;12 Castellón/Castelló;Hombres;1974;2.280
Total Nacional;12 Castellón/Castelló;Hombres;1973;2.199
Total Nacional;12 Castellón/Castelló;Hombres;1972;2.110
Total Nacional;12 Castellón/Castelló;Hombres;1971;2.397
Total Nacional;12 Castellón/Castelló;Hombres;1970;2.135
Total Nacional;12 Castellón/Castelló;Hombres;1969;2.252
Total Nacional;12 Castellón/Castelló;Hombres;1968;2.124
Total Nacional;12 Castellón/Castelló;Hombres;1967;2.133
Total Nacional;12 Castellón/Castelló;Hombres;1966;2.081
Total Nacional;12 Castellón/Castelló;Hombres;1965;2.023
Total Nacional;12 Castellón/Castelló;Hombres;1964;2.068
Total Nacional;12 Castellón/Castelló;Hombres;1963;2.080
Total Nacional;12 Castellón/Castelló;Hombres;1962;2.021
Total Nacional;12 Castellón/Castelló;Hombres;1961;1.849
Total Nacional;12 Castellón/Castelló;Hombres;1960;2.001
Total Nacional;12 Castellón/Castelló;Hombres;1959;""
Total Nacional;12 Castellón/Castelló;Hombres;1958;""
Total Nacional;12 Castellón/Castelló;Hombres;1957;""
Total Nacional;12 Castellón/Castelló;Hombres;1956;""
Total Nacional;12 Castellón/Castelló;Hombres;1955;""
Total Nacional;12 Castellón/Castelló;Hombres;1954;""
Total Nacional;12 Castellón/Castelló;Hombres;1953;""
Total Nacional;12 Castellón/Castelló;Hombres;1952;""
Total Nacional;12 Castellón/Castelló;Hombres;1951;""
Total Nacional;12 Castellón/Castelló;Hombres;1950;""
Total Nacional;12 Castellón/Castelló;Hombres;1949;""
Total Nacional;12 Castellón/Castelló;Hombres;1948;""
Total Nacional;12 Castellón/Castelló;Hombres;1947;""
Total Nacional;12 Castellón/Castelló;Hombres;1946;""
Total Nacional;12 Castellón/Castelló;Hombres;1945;""
Total Nacional;12 Castellón/Castelló;Hombres;1944;""
Total Nacional;12 Castellón/Castelló;Hombres;1943;""
Total Nacional;12 Castellón/Castelló;Hombres;1942;""
Total Nacional;12 Castellón/Castelló;Hombres;1941;""
Total Nacional;12 Castellón/Castelló;Hombres;1940;""
Total Nacional;12 Castellón/Castelló;Hombres;1939;""
Total Nacional;12 Castellón/Castelló;Hombres;1938;""
Total Nacional;12 Castellón/Castelló;Hombres;1937;""
Total Nacional;12 Castellón/Castelló;Hombres;1936;""
Total Nacional;12 Castellón/Castelló;Hombres;1935;""
Total Nacional;12 Castellón/Castelló;Hombres;1934;""
Total Nacional;12 Castellón/Castelló;Hombres;1933;""
Total Nacional;12 Castellón/Castelló;Hombres;1932;""
Total Nacional;12 Castellón/Castelló;Hombres;1931;""
Total Nacional;12 Castellón/Castelló;Hombres;1930;""
Total Nacional;12 Castellón/Castelló;Mujeres;1974;2.050
Total Nacional;12 Castellón/Castelló;Mujeres;1973;2.162
Total Nacional;12 Castellón/Castelló;Mujeres;1972;2.019
Total Nacional;12 Castellón/Castelló;Mujeres;1971;2.259
Total Nacional;12 Castellón/Castelló;Mujeres;1970;1.986
Total Nacional;12 Castellón/Castelló;Mujeres;1969;2.154
Total Nacional;12 Castellón/Castelló;Mujeres;1968;2.016
Total Nacional;12 Castellón/Castelló;Mujeres;1967;1.945
Total Nacional;12 Castellón/Castelló;Mujeres;1966;1.835
Total Nacional;12 Castellón/Castelló;Mujeres;1965;1.882
Total Nacional;12 Castellón/Castelló;Mujeres;1964;1.941
Total Nacional;12 Castellón/Castelló;Mujeres;1963;1.893
Total Nacional;12 Castellón/Castelló;Mujeres;1962;1.938
Total Nacional;12 Castellón/Castelló;Mujeres;1961;1.816
Total Nacional;12 Castellón/Castelló;Mujeres;1960;1.966
Total Nacional;12 Castellón/Castelló;Mujeres;1959;""
Total Nacional;12 Castellón/Castelló;Mujeres;1958;""
Total Nacional;12 Castellón/Castelló;Mujeres;1957;""
Total Nacional;12 Castellón/Castelló;Mujeres;1956;""
Total Nacional;12 Castellón/Castelló;Mujeres;1955;""
Total Nacional;12 Castellón/Castelló;Mujeres;1954;""
Total Nacional;12 Castellón/Castelló;Mujeres;1953;""
Total Nacional;12 Castellón/Castelló;Mujeres;1952;""
Total Nacional;12 Castellón/Castelló;Mujeres;1951;""
Total Nacional;12 Castellón/Castelló;Mujeres;1950;""
Total Nacional;12 Castellón/Castelló;Mujeres;1949;""
Total Nacional;12 Castellón/Castelló;Mujeres;1948;""
Total Nacional;12 Castellón/Castelló;Mujeres;1947;""
Total Nacional;12 Castellón/Castelló;Mujeres;1946;""
Total Nacional;12 Castellón/Castelló;Mujeres;1945;""
Total Nacional;12 Castellón/Castelló;Mujeres;1944;""
Total Nacional;12 Castellón/Castelló;Mujeres;1943;""
Total Nacional;12 Castellón/Castelló;Mujeres;1942;""
Total Nacional;12 Castellón/Castelló;Mujeres;1941;""
Total Nacional;12 Castellón/Castelló;Mujeres;1940;""
Total Nacional;12 Castellón/Castelló;Mujeres;1939;""
Total Nacional;12 Castellón/Castelló;Mujeres;1938;""
Total Nacional;12 Castellón/Castelló;Mujeres;1937;""
Total Nacional;12 Castellón/Castelló;Mujeres;1936;""
Total Nacional;12 Castellón/Castelló;Mujeres;1935;""
Total Nacional;12 Castellón/Castelló;Mujeres;1934;""
Total Nacional;12 Castellón/Castelló;Mujeres;1933;""
Total Nacional;12 Castellón/Castelló;Mujeres;1932;""
Total Nacional;12 Castellón/Castelló;Mujeres;1931;""
Total Nacional;12 Castellón/Castelló;Mujeres;1930;""
Total Nacional;13 Ciudad Real;Total;1974;4.842
Total Nacional;13 Ciudad Real;Total;1973;4.547
Total Nacional;13 Ciudad Real;Total;1972;4.342
Total Nacional;13 Ciudad Real;Total;1971;5.025
Total Nacional;13 Ciudad Real;Total;1970;4.581
Total Nacional;13 Ciudad Real;Total;1969;4.924
Total Nacional;13 Ciudad Real;Total;1968;4.887
Total Nacional;13 Ciudad Real;Total;1967;4.666
Total Nacional;13 Ciudad Real;Total;1966;4.727
Total Nacional;13 Ciudad Real;Total;1965;4.848
Total Nacional;13 Ciudad Real;Total;1964;5.039
Total Nacional;13 Ciudad Real;Total;1963;5.229
Total Nacional;13 Ciudad Real;Total;1962;5.352
Total Nacional;13 Ciudad Real;Total;1961;5.093
Total Nacional;13 Ciudad Real;Total;1960;5.106
Total Nacional;13 Ciudad Real;Total;1959;5.285
Total Nacional;13 Ciudad Real;Total;1958;4.984
Total Nacional;13 Ciudad Real;Total;1957;6.140
Total Nacional;13 Ciudad Real;Total;1956;5.767
Total Nacional;13 Ciudad Real;Total;1955;5.290
Total Nacional;13 Ciudad Real;Total;1954;5.057
Total Nacional;13 Ciudad Real;Total;1953;5.987
Total Nacional;13 Ciudad Real;Total;1952;5.463
Total Nacional;13 Ciudad Real;Total;1951;6.345
Total Nacional;13 Ciudad Real;Total;1950;6.366
Total Nacional;13 Ciudad Real;Total;1949;6.044
Total Nacional;13 Ciudad Real;Total;1948;6.011
Total Nacional;13 Ciudad Real;Total;1947;6.372
Total Nacional;13 Ciudad Real;Total;1946;7.333
Total Nacional;13 Ciudad Real;Total;1945;6.350
Total Nacional;13 Ciudad Real;Total;1944;6.632
Total Nacional;13 Ciudad Real;Total;1943;7.037
Total Nacional;13 Ciudad Real;Total;1942;8.232
Total Nacional;13 Ciudad Real;Total;1941;12.749
Total Nacional;13 Ciudad Real;Total;1940;12.657
Total Nacional;13 Ciudad Real;Total;1939;13.235
Total Nacional;13 Ciudad Real;Total;1938;12.442
Total Nacional;13 Ciudad Real;Total;1937;11.564
Total Nacional;13 Ciudad Real;Total;1936;8.459
Total Nacional;13 Ciudad Real;Total;1935;8.321
Total Nacional;13 Ciudad Real;Total;1934;9.359
Total Nacional;13 Ciudad Real;Total;1933;8.699
Total Nacional;13 Ciudad Real;Total;1932;8.015
Total Nacional;13 Ciudad Real;Total;1931;9.485
Total Nacional;13 Ciudad Real;Total;1930;8.478
Total Nacional;13 Ciudad Real;Hombres;1974;2.388
Total Nacional;13 Ciudad Real;Hombres;1973;2.287
Total Nacional;13 Ciudad Real;Hombres;1972;2.165
Total Nacional;13 Ciudad Real;Hombres;1971;2.547
Total Nacional;13 Ciudad Real;Hombres;1970;2.323
Total Nacional;13 Ciudad Real;Hombres;1969;2.496
Total Nacional;13 Ciudad Real;Hombres;1968;2.454
Total Nacional;13 Ciudad Real;Hombres;1967;2.367
Total Nacional;13 Ciudad Real;Hombres;1966;2.405
Total Nacional;13 Ciudad Real;Hombres;1965;2.506
Total Nacional;13 Ciudad Real;Hombres;1964;2.530
Total Nacional;13 Ciudad Real;Hombres;1963;2.641
Total Nacional;13 Ciudad Real;Hombres;1962;2.748
Total Nacional;13 Ciudad Real;Hombres;1961;2.592
Total Nacional;13 Ciudad Real;Hombres;1960;2.602
Total Nacional;13 Ciudad Real;Hombres;1959;""
Total Nacional;13 Ciudad Real;Hombres;1958;""
Total Nacional;13 Ciudad Real;Hombres;1957;""
Total Nacional;13 Ciudad Real;Hombres;1956;""
Total Nacional;13 Ciudad Real;Hombres;1955;""
Total Nacional;13 Ciudad Real;Hombres;1954;""
Total Nacional;13 Ciudad Real;Hombres;1953;""
Total Nacional;13 Ciudad Real;Hombres;1952;""
Total Nacional;13 Ciudad Real;Hombres;1951;""
Total Nacional;13 Ciudad Real;Hombres;1950;""
Total Nacional;13 Ciudad Real;Hombres;1949;""
Total Nacional;13 Ciudad Real;Hombres;1948;""
Total Nacional;13 Ciudad Real;Hombres;1947;""
Total Nacional;13 Ciudad Real;Hombres;1946;""
Total Nacional;13 Ciudad Real;Hombres;1945;""
Total Nacional;13 Ciudad Real;Hombres;1944;""
Total Nacional;13 Ciudad Real;Hombres;1943;""
Total Nacional;13 Ciudad Real;Hombres;1942;""
Total Nacional;13 Ciudad Real;Hombres;1941;""
Total Nacional;13 Ciudad Real;Hombres;1940;""
Total Nacional;13 Ciudad Real;Hombres;1939;""
Total Nacional;13 Ciudad Real;Hombres;1938;""
Total Nacional;13 Ciudad Real;Hombres;1937;""
Total Nacional;13 Ciudad Real;Hombres;1936;""
Total Nacional;13 Ciudad Real;Hombres;1935;""
Total Nacional;13 Ciudad Real;Hombres;1934;""
Total Nacional;13 Ciudad Real;Hombres;1933;""
Total Nacional;13 Ciudad Real;Hombres;1932;""
Total Nacional;13 Ciudad Real;Hombres;1931;""
Total Nacional;13 Ciudad Real;Hombres;1930;""
Total Nacional;13 Ciudad Real;Mujeres;1974;2.454
Total Nacional;13 Ciudad Real;Mujeres;1973;2.260
Total Nacional;13 Ciudad Real;Mujeres;1972;2.177
Total Nacional;13 Ciudad Real;Mujeres;1971;2.478
Total Nacional;13 Ciudad Real;Mujeres;1970;2.258
Total Nacional;13 Ciudad Real;Mujeres;1969;2.428
Total Nacional;13 Ciudad Real;Mujeres;1968;2.433
Total Nacional;13 Ciudad Real;Mujeres;1967;2.299
Total Nacional;13 Ciudad Real;Mujeres;1966;2.322
Total Nacional;13 Ciudad Real;Mujeres;1965;2.342
Total Nacional;13 Ciudad Real;Mujeres;1964;2.509
Total Nacional;13 Ciudad Real;Mujeres;1963;2.588
Total Nacional;13 Ciudad Real;Mujeres;1962;2.604
Total Nacional;13 Ciudad Real;Mujeres;1961;2.501
Total Nacional;13 Ciudad Real;Mujeres;1960;2.504
Total Nacional;13 Ciudad Real;Mujeres;1959;""
Total Nacional;13 Ciudad Real;Mujeres;1958;""
Total Nacional;13 Ciudad Real;Mujeres;1957;""
Total Nacional;13 Ciudad Real;Mujeres;1956;""
Total Nacional;13 Ciudad Real;Mujeres;1955;""
Total Nacional;13 Ciudad Real;Mujeres;1954;""
Total Nacional;13 Ciudad Real;Mujeres;1953;""
Total Nacional;13 Ciudad Real;Mujeres;1952;""
Total Nacional;13 Ciudad Real;Mujeres;1951;""
Total Nacional;13 Ciudad Real;Mujeres;1950;""
Total Nacional;13 Ciudad Real;Mujeres;1949;""
Total Nacional;13 Ciudad Real;Mujeres;1948;""
Total Nacional;13 Ciudad Real;Mujeres;1947;""
Total Nacional;13 Ciudad Real;Mujeres;1946;""
Total Nacional;13 Ciudad Real;Mujeres;1945;""
Total Nacional;13 Ciudad Real;Mujeres;1944;""
Total Nacional;13 Ciudad Real;Mujeres;1943;""
Total Nacional;13 Ciudad Real;Mujeres;1942;""
Total Nacional;13 Ciudad Real;Mujeres;1941;""
Total Nacional;13 Ciudad Real;Mujeres;1940;""
Total Nacional;13 Ciudad Real;Mujeres;1939;""
Total Nacional;13 Ciudad Real;Mujeres;1938;""
Total Nacional;13 Ciudad Real;Mujeres;1937;""
Total Nacional;13 Ciudad Real;Mujeres;1936;""
Total Nacional;13 Ciudad Real;Mujeres;1935;""
Total Nacional;13 Ciudad Real;Mujeres;1934;""
Total Nacional;13 Ciudad Real;Mujeres;1933;""
Total Nacional;13 Ciudad Real;Mujeres;1932;""
Total Nacional;13 Ciudad Real;Mujeres;1931;""
Total Nacional;13 Ciudad Real;Mujeres;1930;""
Total Nacional;14 Córdoba;Total;1974;6.243
Total Nacional;14 Córdoba;Total;1973;6.124
Total Nacional;14 Córdoba;Total;1972;5.868
Total Nacional;14 Córdoba;Total;1971;6.432
Total Nacional;14 Córdoba;Total;1970;6.118
Total Nacional;14 Córdoba;Total;1969;6.508
Total Nacional;14 Córdoba;Total;1968;6.129
Total Nacional;14 Córdoba;Total;1967;6.128
Total Nacional;14 Córdoba;Total;1966;6.095
Total Nacional;14 Córdoba;Total;1965;6.395
Total Nacional;14 Córdoba;Total;1964;6.230
Total Nacional;14 Córdoba;Total;1963;6.426
Total Nacional;14 Córdoba;Total;1962;6.414
Total Nacional;14 Córdoba;Total;1961;6.196
Total Nacional;14 Córdoba;Total;1960;6.181
Total Nacional;14 Córdoba;Total;1959;6.229
Total Nacional;14 Córdoba;Total;1958;6.063
Total Nacional;14 Córdoba;Total;1957;7.304
Total Nacional;14 Córdoba;Total;1956;6.791
Total Nacional;14 Córdoba;Total;1955;6.572
Total Nacional;14 Córdoba;Total;1954;6.697
Total Nacional;14 Córdoba;Total;1953;6.930
Total Nacional;14 Córdoba;Total;1952;7.162
Total Nacional;14 Córdoba;Total;1951;8.706
Total Nacional;14 Córdoba;Total;1950;8.983
Total Nacional;14 Córdoba;Total;1949;9.479
Total Nacional;14 Córdoba;Total;1948;8.407
Total Nacional;14 Córdoba;Total;1947;9.216
Total Nacional;14 Córdoba;Total;1946;13.435
Total Nacional;14 Córdoba;Total;1945;9.673
Total Nacional;14 Córdoba;Total;1944;9.868
Total Nacional;14 Córdoba;Total;1943;10.504
Total Nacional;14 Córdoba;Total;1942;12.440
Total Nacional;14 Córdoba;Total;1941;17.740
Total Nacional;14 Córdoba;Total;1940;13.872
Total Nacional;14 Córdoba;Total;1939;14.731
Total Nacional;14 Córdoba;Total;1938;10.881
Total Nacional;14 Córdoba;Total;1937;12.071
Total Nacional;14 Córdoba;Total;1936;11.437
Total Nacional;14 Córdoba;Total;1935;10.952
Total Nacional;14 Córdoba;Total;1934;11.903
Total Nacional;14 Córdoba;Total;1933;12.170
Total Nacional;14 Córdoba;Total;1932;10.515
Total Nacional;14 Córdoba;Total;1931;11.825
Total Nacional;14 Córdoba;Total;1930;11.746
Total Nacional;14 Córdoba;Hombres;1974;3.208
Total Nacional;14 Córdoba;Hombres;1973;3.155
Total Nacional;14 Córdoba;Hombres;1972;3.110
Total Nacional;14 Córdoba;Hombres;1971;3.406
Total Nacional;14 Córdoba;Hombres;1970;3.213
Total Nacional;14 Córdoba;Hombres;1969;3.449
Total Nacional;14 Córdoba;Hombres;1968;3.138
Total Nacional;14 Córdoba;Hombres;1967;3.185
Total Nacional;14 Córdoba;Hombres;1966;3.164
Total Nacional;14 Córdoba;Hombres;1965;3.314
Total Nacional;14 Córdoba;Hombres;1964;3.221
Total Nacional;14 Córdoba;Hombres;1963;3.254
Total Nacional;14 Córdoba;Hombres;1962;3.240
Total Nacional;14 Córdoba;Hombres;1961;3.101
Total Nacional;14 Córdoba;Hombres;1960;3.151
Total Nacional;14 Córdoba;Hombres;1959;""
Total Nacional;14 Córdoba;Hombres;1958;""
Total Nacional;14 Córdoba;Hombres;1957;""
Total Nacional;14 Córdoba;Hombres;1956;""
Total Nacional;14 Córdoba;Hombres;1955;""
Total Nacional;14 Córdoba;Hombres;1954;""
Total Nacional;14 Córdoba;Hombres;1953;""
Total Nacional;14 Córdoba;Hombres;1952;""
Total Nacional;14 Córdoba;Hombres;1951;""
Total Nacional;14 Córdoba;Hombres;1950;""
Total Nacional;14 Córdoba;Hombres;1949;""
Total Nacional;14 Córdoba;Hombres;1948;""
Total Nacional;14 Córdoba;Hombres;1947;""
Total Nacional;14 Córdoba;Hombres;1946;""
Total Nacional;14 Córdoba;Hombres;1945;""
Total Nacional;14 Córdoba;Hombres;1944;""
Total Nacional;14 Córdoba;Hombres;1943;""
Total Nacional;14 Córdoba;Hombres;1942;""
Total Nacional;14 Córdoba;Hombres;1941;""
Total Nacional;14 Córdoba;Hombres;1940;""
Total Nacional;14 Córdoba;Hombres;1939;""
Total Nacional;14 Córdoba;Hombres;1938;""
Total Nacional;14 Córdoba;Hombres;1937;""
Total Nacional;14 Córdoba;Hombres;1936;""
Total Nacional;14 Córdoba;Hombres;1935;""
Total Nacional;14 Córdoba;Hombres;1934;""
Total Nacional;14 Córdoba;Hombres;1933;""
Total Nacional;14 Córdoba;Hombres;1932;""
Total Nacional;14 Córdoba;Hombres;1931;""
Total Nacional;14 Córdoba;Hombres;1930;""
Total Nacional;14 Córdoba;Mujeres;1974;3.035
Total Nacional;14 Córdoba;Mujeres;1973;2.969
Total Nacional;14 Córdoba;Mujeres;1972;2.758
Total Nacional;14 Córdoba;Mujeres;1971;3.026
Total Nacional;14 Córdoba;Mujeres;1970;2.905
Total Nacional;14 Córdoba;Mujeres;1969;3.059
Total Nacional;14 Córdoba;Mujeres;1968;2.991
Total Nacional;14 Córdoba;Mujeres;1967;2.943
Total Nacional;14 Córdoba;Mujeres;1966;2.931
Total Nacional;14 Córdoba;Mujeres;1965;3.081
Total Nacional;14 Córdoba;Mujeres;1964;3.009
Total Nacional;14 Córdoba;Mujeres;1963;3.172
Total Nacional;14 Córdoba;Mujeres;1962;3.174
Total Nacional;14 Córdoba;Mujeres;1961;3.095
Total Nacional;14 Córdoba;Mujeres;1960;3.030
Total Nacional;14 Córdoba;Mujeres;1959;""
Total Nacional;14 Córdoba;Mujeres;1958;""
Total Nacional;14 Córdoba;Mujeres;1957;""
Total Nacional;14 Córdoba;Mujeres;1956;""
Total Nacional;14 Córdoba;Mujeres;1955;""
Total Nacional;14 Córdoba;Mujeres;1954;""
Total Nacional;14 Córdoba;Mujeres;1953;""
Total Nacional;14 Córdoba;Mujeres;1952;""
Total Nacional;14 Córdoba;Mujeres;1951;""
Total Nacional;14 Córdoba;Mujeres;1950;""
Total Nacional;14 Córdoba;Mujeres;1949;""
Total Nacional;14 Córdoba;Mujeres;1948;""
Total Nacional;14 Córdoba;Mujeres;1947;""
Total Nacional;14 Córdoba;Mujeres;1946;""
Total Nacional;14 Córdoba;Mujeres;1945;""
Total Nacional;14 Córdoba;Mujeres;1944;""
Total Nacional;14 Córdoba;Mujeres;1943;""
Total Nacional;14 Córdoba;Mujeres;1942;""
Total Nacional;14 Córdoba;Mujeres;1941;""
Total Nacional;14 Córdoba;Mujeres;1940;""
Total Nacional;14 Córdoba;Mujeres;1939;""
Total Nacional;14 Córdoba;Mujeres;1938;""
Total Nacional;14 Córdoba;Mujeres;1937;""
Total Nacional;14 Córdoba;Mujeres;1936;""
Total Nacional;14 Córdoba;Mujeres;1935;""
Total Nacional;14 Córdoba;Mujeres;1934;""
Total Nacional;14 Córdoba;Mujeres;1933;""
Total Nacional;14 Córdoba;Mujeres;1932;""
Total Nacional;14 Córdoba;Mujeres;1931;""
Total Nacional;14 Córdoba;Mujeres;1930;""
Total Nacional;15 Coruña, A;Total;1974;9.204
Total Nacional;15 Coruña, A;Total;1973;9.501
Total Nacional;15 Coruña, A;Total;1972;9.155
Total Nacional;15 Coruña, A;Total;1971;9.549
Total Nacional;15 Coruña, A;Total;1970;8.751
Total Nacional;15 Coruña, A;Total;1969;9.167
Total Nacional;15 Coruña, A;Total;1968;8.790
Total Nacional;15 Coruña, A;Total;1967;8.464
Total Nacional;15 Coruña, A;Total;1966;8.477
Total Nacional;15 Coruña, A;Total;1965;8.407
Total Nacional;15 Coruña, A;Total;1964;8.273
Total Nacional;15 Coruña, A;Total;1963;8.688
Total Nacional;15 Coruña, A;Total;1962;8.797
Total Nacional;15 Coruña, A;Total;1961;8.073
Total Nacional;15 Coruña, A;Total;1960;8.531
Total Nacional;15 Coruña, A;Total;1959;8.310
Total Nacional;15 Coruña, A;Total;1958;8.218
Total Nacional;15 Coruña, A;Total;1957;9.309
Total Nacional;15 Coruña, A;Total;1956;9.284
Total Nacional;15 Coruña, A;Total;1955;9.137
Total Nacional;15 Coruña, A;Total;1954;8.587
Total Nacional;15 Coruña, A;Total;1953;9.088
Total Nacional;15 Coruña, A;Total;1952;9.123
Total Nacional;15 Coruña, A;Total;1951;12.158
Total Nacional;15 Coruña, A;Total;1950;10.940
Total Nacional;15 Coruña, A;Total;1949;11.387
Total Nacional;15 Coruña, A;Total;1948;10.950
Total Nacional;15 Coruña, A;Total;1947;12.214
Total Nacional;15 Coruña, A;Total;1946;11.951
Total Nacional;15 Coruña, A;Total;1945;11.722
Total Nacional;15 Coruña, A;Total;1944;12.487
Total Nacional;15 Coruña, A;Total;1943;12.549
Total Nacional;15 Coruña, A;Total;1942;12.337
Total Nacional;15 Coruña, A;Total;1941;16.197
Total Nacional;15 Coruña, A;Total;1940;13.665
Total Nacional;15 Coruña, A;Total;1939;14.074
Total Nacional;15 Coruña, A;Total;1938;13.680
Total Nacional;15 Coruña, A;Total;1937;13.835
Total Nacional;15 Coruña, A;Total;1936;13.025
Total Nacional;15 Coruña, A;Total;1935;12.303
Total Nacional;15 Coruña, A;Total;1934;12.800
Total Nacional;15 Coruña, A;Total;1933;12.377
Total Nacional;15 Coruña, A;Total;1932;12.870
Total Nacional;15 Coruña, A;Total;1931;12.976
Total Nacional;15 Coruña, A;Total;1930;12.925
Total Nacional;15 Coruña, A;Hombres;1974;4.464
Total Nacional;15 Coruña, A;Hombres;1973;4.604
