Total Nacional;Provincias;Sexo;Periodo;Total
Total Nacional;21 Huelva;Mujeres;1950;""
Total Nacional;21 Huelva;Mujeres;1949;""
Total Nacional;21 Huelva;Mujeres;1948;""
Total Nacional;21 Huelva;Mujeres;1947;""
Total Nacional;21 Huelva;Mujeres;1946;""
Total Nacional;21 Huelva;Mujeres;1945;""
Total Nacional;21 Huelva;Mujeres;1944;""
Total Nacional;21 Huelva;Mujeres;1943;""
Total Nacional;21 Huelva;Mujeres;1942;""
Total Nacional;21 Huelva;Mujeres;1941;""
Total Nacional;21 Huelva;Mujeres;1940;""
Total Nacional;21 Huelva;Mujeres;1939;""
Total Nacional;21 Huelva;Mujeres;1938;""
Total Nacional;21 Huelva;Mujeres;1937;""
Total Nacional;21 Huelva;Mujeres;1936;""
Total Nacional;21 Huelva;Mujeres;1935;""
Total Nacional;21 Huelva;Mujeres;1934;""
Total Nacional;21 Huelva;Mujeres;1933;""
Total Nacional;21 Huelva;Mujeres;1932;""
Total Nacional;21 Huelva;Mujeres;1931;""
Total Nacional;21 Huelva;Mujeres;1930;""
Total Nacional;22 Huesca;Total;1974;2.013
Total Nacional;22 Huesca;Total;1973;2.129
Total Nacional;22 Huesca;Total;1972;2.008
Total Nacional;22 Huesca;Total;1971;2.160
Total Nacional;22 Huesca;Total;1970;2.050
Total Nacional;22 Huesca;Total;1969;2.225
Total Nacional;22 Huesca;Total;1968;2.081
Total Nacional;22 Huesca;Total;1967;2.280
Total Nacional;22 Huesca;Total;1966;2.186
Total Nacional;22 Huesca;Total;1965;2.329
Total Nacional;22 Huesca;Total;1964;2.271
Total Nacional;22 Huesca;Total;1963;2.344
Total Nacional;22 Huesca;Total;1962;2.393
Total Nacional;22 Huesca;Total;1961;2.303
Total Nacional;22 Huesca;Total;1960;2.363
Total Nacional;22 Huesca;Total;1959;2.456
Total Nacional;22 Huesca;Total;1958;2.441
Total Nacional;22 Huesca;Total;1957;2.643
Total Nacional;22 Huesca;Total;1956;2.855
Total Nacional;22 Huesca;Total;1955;2.714
Total Nacional;22 Huesca;Total;1954;2.451
Total Nacional;22 Huesca;Total;1953;2.838
Total Nacional;22 Huesca;Total;1952;2.534
Total Nacional;22 Huesca;Total;1951;3.145
Total Nacional;22 Huesca;Total;1950;2.761
Total Nacional;22 Huesca;Total;1949;3.012
Total Nacional;22 Huesca;Total;1948;2.940
Total Nacional;22 Huesca;Total;1947;3.150
Total Nacional;22 Huesca;Total;1946;3.168
Total Nacional;22 Huesca;Total;1945;3.224
Total Nacional;22 Huesca;Total;1944;3.143
Total Nacional;22 Huesca;Total;1943;3.165
Total Nacional;22 Huesca;Total;1942;3.557
Total Nacional;22 Huesca;Total;1941;3.691
Total Nacional;22 Huesca;Total;1940;3.846
Total Nacional;22 Huesca;Total;1939;3.911
Total Nacional;22 Huesca;Total;1938;4.195
Total Nacional;22 Huesca;Total;1937;3.113
Total Nacional;22 Huesca;Total;1936;3.742
Total Nacional;22 Huesca;Total;1935;3.715
Total Nacional;22 Huesca;Total;1934;3.828
Total Nacional;22 Huesca;Total;1933;3.845
Total Nacional;22 Huesca;Total;1932;4.016
Total Nacional;22 Huesca;Total;1931;4.052
Total Nacional;22 Huesca;Total;1930;3.833
Total Nacional;22 Huesca;Hombres;1974;1.076
Total Nacional;22 Huesca;Hombres;1973;1.139
Total Nacional;22 Huesca;Hombres;1972;1.098
Total Nacional;22 Huesca;Hombres;1971;1.204
Total Nacional;22 Huesca;Hombres;1970;1.060
Total Nacional;22 Huesca;Hombres;1969;1.236
Total Nacional;22 Huesca;Hombres;1968;1.102
Total Nacional;22 Huesca;Hombres;1967;1.265
Total Nacional;22 Huesca;Hombres;1966;1.178
Total Nacional;22 Huesca;Hombres;1965;1.246
Total Nacional;22 Huesca;Hombres;1964;1.220
Total Nacional;22 Huesca;Hombres;1963;1.250
Total Nacional;22 Huesca;Hombres;1962;1.235
Total Nacional;22 Huesca;Hombres;1961;1.245
Total Nacional;22 Huesca;Hombres;1960;1.212
Total Nacional;22 Huesca;Hombres;1959;""
Total Nacional;22 Huesca;Hombres;1958;""
Total Nacional;22 Huesca;Hombres;1957;""
Total Nacional;22 Huesca;Hombres;1956;""
Total Nacional;22 Huesca;Hombres;1955;""
Total Nacional;22 Huesca;Hombres;1954;""
Total Nacional;22 Huesca;Hombres;1953;""
Total Nacional;22 Huesca;Hombres;1952;""
Total Nacional;22 Huesca;Hombres;1951;""
Total Nacional;22 Huesca;Hombres;1950;""
Total Nacional;22 Huesca;Hombres;1949;""
Total Nacional;22 Huesca;Hombres;1948;""
Total Nacional;22 Huesca;Hombres;1947;""
Total Nacional;22 Huesca;Hombres;1946;""
Total Nacional;22 Huesca;Hombres;1945;""
Total Nacional;22 Huesca;Hombres;1944;""
Total Nacional;22 Huesca;Hombres;1943;""
Total Nacional;22 Huesca;Hombres;1942;""
Total Nacional;22 Huesca;Hombres;1941;""
Total Nacional;22 Huesca;Hombres;1940;""
Total Nacional;22 Huesca;Hombres;1939;""
Total Nacional;22 Huesca;Hombres;1938;""
Total Nacional;22 Huesca;Hombres;1937;""
Total Nacional;22 Huesca;Hombres;1936;""
Total Nacional;22 Huesca;Hombres;1935;""
Total Nacional;22 Huesca;Hombres;1934;""
Total Nacional;22 Huesca;Hombres;1933;""
Total Nacional;22 Huesca;Hombres;1932;""
Total Nacional;22 Huesca;Hombres;1931;""
Total Nacional;22 Huesca;Hombres;1930;""
Total Nacional;22 Huesca;Mujeres;1974;937
Total Nacional;22 Huesca;Mujeres;1973;990
Total Nacional;22 Huesca;Mujeres;1972;910
Total Nacional;22 Huesca;Mujeres;1971;956
Total Nacional;22 Huesca;Mujeres;1970;990
Total Nacional;22 Huesca;Mujeres;1969;989
Total Nacional;22 Huesca;Mujeres;1968;979
Total Nacional;22 Huesca;Mujeres;1967;1.015
Total Nacional;22 Huesca;Mujeres;1966;1.008
Total Nacional;22 Huesca;Mujeres;1965;1.083
Total Nacional;22 Huesca;Mujeres;1964;1.051
Total Nacional;22 Huesca;Mujeres;1963;1.094
Total Nacional;22 Huesca;Mujeres;1962;1.158
Total Nacional;22 Huesca;Mujeres;1961;1.058
Total Nacional;22 Huesca;Mujeres;1960;1.151
Total Nacional;22 Huesca;Mujeres;1959;""
Total Nacional;22 Huesca;Mujeres;1958;""
Total Nacional;22 Huesca;Mujeres;1957;""
Total Nacional;22 Huesca;Mujeres;1956;""
Total Nacional;22 Huesca;Mujeres;1955;""
Total Nacional;22 Huesca;Mujeres;1954;""
Total Nacional;22 Huesca;Mujeres;1953;""
Total Nacional;22 Huesca;Mujeres;1952;""
Total Nacional;22 Huesca;Mujeres;1951;""
Total Nacional;22 Huesca;Mujeres;1950;""
Total Nacional;22 Huesca;Mujeres;1949;""
Total Nacional;22 Huesca;Mujeres;1948;""
Total Nacional;22 Huesca;Mujeres;1947;""
Total Nacional;22 Huesca;Mujeres;1946;""
Total Nacional;22 Huesca;Mujeres;1945;""
Total Nacional;22 Huesca;Mujeres;1944;""
Total Nacional;22 Huesca;Mujeres;1943;""
Total Nacional;22 Huesca;Mujeres;1942;""
Total Nacional;22 Huesca;Mujeres;1941;""
Total Nacional;22 Huesca;Mujeres;1940;""
Total Nacional;22 Huesca;Mujeres;1939;""
Total Nacional;22 Huesca;Mujeres;1938;""
Total Nacional;22 Huesca;Mujeres;1937;""
Total Nacional;22 Huesca;Mujeres;1936;""
Total Nacional;22 Huesca;Mujeres;1935;""
Total Nacional;22 Huesca;Mujeres;1934;""
Total Nacional;22 Huesca;Mujeres;1933;""
Total Nacional;22 Huesca;Mujeres;1932;""
Total Nacional;22 Huesca;Mujeres;1931;""
Total Nacional;22 Huesca;Mujeres;1930;""
Total Nacional;23 Jaén;Total;1974;5.512
Total Nacional;23 Jaén;Total;1973;5.422
Total Nacional;23 Jaén;Total;1972;5.267
Total Nacional;23 Jaén;Total;1971;5.738
Total Nacional;23 Jaén;Total;1970;5.406
Total Nacional;23 Jaén;Total;1969;5.768
Total Nacional;23 Jaén;Total;1968;5.567
Total Nacional;23 Jaén;Total;1967;5.488
Total Nacional;23 Jaén;Total;1966;5.437
Total Nacional;23 Jaén;Total;1965;5.684
Total Nacional;23 Jaén;Total;1964;5.692
Total Nacional;23 Jaén;Total;1963;5.956
Total Nacional;23 Jaén;Total;1962;6.114
Total Nacional;23 Jaén;Total;1961;5.970
Total Nacional;23 Jaén;Total;1960;5.996
Total Nacional;23 Jaén;Total;1959;6.016
Total Nacional;23 Jaén;Total;1958;5.748
Total Nacional;23 Jaén;Total;1957;7.196
Total Nacional;23 Jaén;Total;1956;6.675
Total Nacional;23 Jaén;Total;1955;6.244
Total Nacional;23 Jaén;Total;1954;6.671
Total Nacional;23 Jaén;Total;1953;7.046
Total Nacional;23 Jaén;Total;1952;7.185
Total Nacional;23 Jaén;Total;1951;8.527
Total Nacional;23 Jaén;Total;1950;8.426
Total Nacional;23 Jaén;Total;1949;8.691
Total Nacional;23 Jaén;Total;1948;8.518
Total Nacional;23 Jaén;Total;1947;9.101
Total Nacional;23 Jaén;Total;1946;14.722
Total Nacional;23 Jaén;Total;1945;10.536
Total Nacional;23 Jaén;Total;1944;10.662
Total Nacional;23 Jaén;Total;1943;11.307
Total Nacional;23 Jaén;Total;1942;12.156
Total Nacional;23 Jaén;Total;1941;17.329
Total Nacional;23 Jaén;Total;1940;17.540
Total Nacional;23 Jaén;Total;1939;18.322
Total Nacional;23 Jaén;Total;1938;18.950
Total Nacional;23 Jaén;Total;1937;19.207
Total Nacional;23 Jaén;Total;1936;13.945
Total Nacional;23 Jaén;Total;1935;12.092
Total Nacional;23 Jaén;Total;1934;13.047
Total Nacional;23 Jaén;Total;1933;13.709
Total Nacional;23 Jaén;Total;1932;12.174
Total Nacional;23 Jaén;Total;1931;12.676
Total Nacional;23 Jaén;Total;1930;12.963
Total Nacional;23 Jaén;Hombres;1974;2.867
Total Nacional;23 Jaén;Hombres;1973;2.796
Total Nacional;23 Jaén;Hombres;1972;2.697
Total Nacional;23 Jaén;Hombres;1971;2.987
Total Nacional;23 Jaén;Hombres;1970;2.794
Total Nacional;23 Jaén;Hombres;1969;2.995
Total Nacional;23 Jaén;Hombres;1968;2.898
Total Nacional;23 Jaén;Hombres;1967;2.879
Total Nacional;23 Jaén;Hombres;1966;2.857
Total Nacional;23 Jaén;Hombres;1965;2.925
Total Nacional;23 Jaén;Hombres;1964;2.925
Total Nacional;23 Jaén;Hombres;1963;3.058
Total Nacional;23 Jaén;Hombres;1962;3.193
Total Nacional;23 Jaén;Hombres;1961;3.136
Total Nacional;23 Jaén;Hombres;1960;3.115
Total Nacional;23 Jaén;Hombres;1959;""
Total Nacional;23 Jaén;Hombres;1958;""
Total Nacional;23 Jaén;Hombres;1957;""
Total Nacional;23 Jaén;Hombres;1956;""
Total Nacional;23 Jaén;Hombres;1955;""
Total Nacional;23 Jaén;Hombres;1954;""
Total Nacional;23 Jaén;Hombres;1953;""
Total Nacional;23 Jaén;Hombres;1952;""
Total Nacional;23 Jaén;Hombres;1951;""
Total Nacional;23 Jaén;Hombres;1950;""
Total Nacional;23 Jaén;Hombres;1949;""
Total Nacional;23 Jaén;Hombres;1948;""
Total Nacional;23 Jaén;Hombres;1947;""
Total Nacional;23 Jaén;Hombres;1946;""
Total Nacional;23 Jaén;Hombres;1945;""
Total Nacional;23 Jaén;Hombres;1944;""
Total Nacional;23 Jaén;Hombres;1943;""
Total Nacional;23 Jaén;Hombres;1942;""
Total Nacional;23 Jaén;Hombres;1941;""
Total Nacional;23 Jaén;Hombres;1940;""
Total Nacional;23 Jaén;Hombres;1939;""
Total Nacional;23 Jaén;Hombres;1938;""
Total Nacional;23 Jaén;Hombres;1937;""
Total Nacional;23 Jaén;Hombres;1936;""
Total Nacional;23 Jaén;Hombres;1935;""
Total Nacional;23 Jaén;Hombres;1934;""
Total Nacional;23 Jaén;Hombres;1933;""
Total Nacional;23 Jaén;Hombres;1932;""
Total Nacional;23 Jaén;Hombres;1931;""
Total Nacional;23 Jaén;Hombres;1930;""
Total Nacional;23 Jaén;Mujeres;1974;2.645
Total Nacional;23 Jaén;Mujeres;1973;2.626
Total Nacional;23 Jaén;Mujeres;1972;2.570
Total Nacional;23 Jaén;Mujeres;1971;2.751
Total Nacional;23 Jaén;Mujeres;1970;2.612
Total Nacional;23 Jaén;Mujeres;1969;2.773
Total Nacional;23 Jaén;Mujeres;1968;2.669
Total Nacional;23 Jaén;Mujeres;1967;2.609
Total Nacional;23 Jaén;Mujeres;1966;2.580
Total Nacional;23 Jaén;Mujeres;1965;2.759
Total Nacional;23 Jaén;Mujeres;1964;2.767
Total Nacional;23 Jaén;Mujeres;1963;2.898
Total Nacional;23 Jaén;Mujeres;1962;2.921
Total Nacional;23 Jaén;Mujeres;1961;2.834
Total Nacional;23 Jaén;Mujeres;1960;2.881
Total Nacional;23 Jaén;Mujeres;1959;""
Total Nacional;23 Jaén;Mujeres;1958;""
Total Nacional;23 Jaén;Mujeres;1957;""
Total Nacional;23 Jaén;Mujeres;1956;""
Total Nacional;23 Jaén;Mujeres;1955;""
Total Nacional;23 Jaén;Mujeres;1954;""
Total Nacional;23 Jaén;Mujeres;1953;""
Total Nacional;23 Jaén;Mujeres;1952;""
Total Nacional;23 Jaén;Mujeres;1951;""
Total Nacional;23 Jaén;Mujeres;1950;""
Total Nacional;23 Jaén;Mujeres;1949;""
Total Nacional;23 Jaén;Mujeres;1948;""
Total Nacional;23 Jaén;Mujeres;1947;""
Total Nacional;23 Jaén;Mujeres;1946;""
Total Nacional;23 Jaén;Mujeres;1945;""
Total Nacional;23 Jaén;Mujeres;1944;""
Total Nacional;23 Jaén;Mujeres;1943;""
Total Nacional;23 Jaén;Mujeres;1942;""
Total Nacional;23 Jaén;Mujeres;1941;""
Total Nacional;23 Jaén;Mujeres;1940;""
Total Nacional;23 Jaén;Mujeres;1939;""
Total Nacional;23 Jaén;Mujeres;1938;""
Total Nacional;23 Jaén;Mujeres;1937;""
Total Nacional;23 Jaén;Mujeres;1936;""
Total Nacional;23 Jaén;Mujeres;1935;""
Total Nacional;23 Jaén;Mujeres;1934;""
Total Nacional;23 Jaén;Mujeres;1933;""
Total Nacional;23 Jaén;Mujeres;1932;""
Total Nacional;23 Jaén;Mujeres;1931;""
Total Nacional;23 Jaén;Mujeres;1930;""
Total Nacional;24 León;Total;1974;4.819
Total Nacional;24 León;Total;1973;4.835
Total Nacional;24 León;Total;1972;4.682
Total Nacional;24 León;Total;1971;5.018
Total Nacional;24 León;Total;1970;4.900
Total Nacional;24 León;Total;1969;5.254
Total Nacional;24 León;Total;1968;4.959
Total Nacional;24 León;Total;1967;5.151
Total Nacional;24 León;Total;1966;5.119
Total Nacional;24 León;Total;1965;5.135
Total Nacional;24 León;Total;1964;5.317
Total Nacional;24 León;Total;1963;5.452
Total Nacional;24 León;Total;1962;5.531
Total Nacional;24 León;Total;1961;5.185
Total Nacional;24 León;Total;1960;5.424
Total Nacional;24 León;Total;1959;5.495
Total Nacional;24 León;Total;1958;5.183
Total Nacional;24 León;Total;1957;5.835
Total Nacional;24 León;Total;1956;5.778
Total Nacional;24 León;Total;1955;5.912
Total Nacional;24 León;Total;1954;5.653
Total Nacional;24 León;Total;1953;5.568
Total Nacional;24 León;Total;1952;5.570
Total Nacional;24 León;Total;1951;6.536
Total Nacional;24 León;Total;1950;6.294
Total Nacional;24 León;Total;1949;6.640
Total Nacional;24 León;Total;1948;6.772
Total Nacional;24 León;Total;1947;7.014
Total Nacional;24 León;Total;1946;7.146
Total Nacional;24 León;Total;1945;7.563
Total Nacional;24 León;Total;1944;7.703
Total Nacional;24 León;Total;1943;7.458
Total Nacional;24 León;Total;1942;7.440
Total Nacional;24 León;Total;1941;8.891
Total Nacional;24 León;Total;1940;8.361
Total Nacional;24 León;Total;1939;8.619
Total Nacional;24 León;Total;1938;8.592
Total Nacional;24 León;Total;1937;9.063
Total Nacional;24 León;Total;1936;8.475
Total Nacional;24 León;Total;1935;8.479
Total Nacional;24 León;Total;1934;8.105
Total Nacional;24 León;Total;1933;7.934
Total Nacional;24 León;Total;1932;8.392
Total Nacional;24 León;Total;1931;8.075
Total Nacional;24 León;Total;1930;7.860
Total Nacional;24 León;Hombres;1974;2.554
Total Nacional;24 León;Hombres;1973;2.621
Total Nacional;24 León;Hombres;1972;2.450
Total Nacional;24 León;Hombres;1971;2.726
Total Nacional;24 León;Hombres;1970;2.579
Total Nacional;24 León;Hombres;1969;2.793
Total Nacional;24 León;Hombres;1968;2.624
Total Nacional;24 León;Hombres;1967;2.801
Total Nacional;24 León;Hombres;1966;2.679
Total Nacional;24 León;Hombres;1965;2.697
Total Nacional;24 León;Hombres;1964;2.797
Total Nacional;24 León;Hombres;1963;2.780
Total Nacional;24 León;Hombres;1962;2.808
Total Nacional;24 León;Hombres;1961;2.771
Total Nacional;24 León;Hombres;1960;2.828
Total Nacional;24 León;Hombres;1959;""
Total Nacional;24 León;Hombres;1958;""
Total Nacional;24 León;Hombres;1957;""
Total Nacional;24 León;Hombres;1956;""
Total Nacional;24 León;Hombres;1955;""
Total Nacional;24 León;Hombres;1954;""
Total Nacional;24 León;Hombres;1953;""
Total Nacional;24 León;Hombres;1952;""
Total Nacional;24 León;Hombres;1951;""
Total Nacional;24 León;Hombres;1950;""
Total Nacional;24 León;Hombres;1949;""
Total Nacional;24 León;Hombres;1948;""
Total Nacional;24 León;Hombres;1947;""
Total Nacional;24 León;Hombres;1946;""
Total Nacional;24 León;Hombres;1945;""
Total Nacional;24 León;Hombres;1944;""
Total Nacional;24 León;Hombres;1943;""
Total Nacional;24 León;Hombres;1942;""
Total Nacional;24 León;Hombres;1941;""
Total Nacional;24 León;Hombres;1940;""
Total Nacional;24 León;Hombres;1939;""
Total Nacional;24 León;Hombres;1938;""
Total Nacional;24 León;Hombres;1937;""
Total Nacional;24 León;Hombres;1936;""
Total Nacional;24 León;Hombres;1935;""
Total Nacional;24 León;Hombres;1934;""
Total Nacional;24 León;Hombres;1933;""
Total Nacional;24 León;Hombres;1932;""
Total Nacional;24 León;Hombres;1931;""
Total Nacional;24 León;Hombres;1930;""
Total Nacional;24 León;Mujeres;1974;2.265
Total Nacional;24 León;Mujeres;1973;2.214
Total Nacional;24 León;Mujeres;1972;2.232
Total Nacional;24 León;Mujeres;1971;2.292
Total Nacional;24 León;Mujeres;1970;2.321
Total Nacional;24 León;Mujeres;1969;2.461
Total Nacional;24 León;Mujeres;1968;2.335
Total Nacional;24 León;Mujeres;1967;2.350
Total Nacional;24 León;Mujeres;1966;2.440
Total Nacional;24 León;Mujeres;1965;2.438
Total Nacional;24 León;Mujeres;1964;2.520
Total Nacional;24 León;Mujeres;1963;2.672
Total Nacional;24 León;Mujeres;1962;2.723
Total Nacional;24 León;Mujeres;1961;2.414
Total Nacional;24 León;Mujeres;1960;2.596
Total Nacional;24 León;Mujeres;1959;""
Total Nacional;24 León;Mujeres;1958;""
Total Nacional;24 León;Mujeres;1957;""
Total Nacional;24 León;Mujeres;1956;""
Total Nacional;24 León;Mujeres;1955;""
Total Nacional;24 León;Mujeres;1954;""
Total Nacional;24 León;Mujeres;1953;""
Total Nacional;24 León;Mujeres;1952;""
Total Nacional;24 León;Mujeres;1951;""
Total Nacional;24 León;Mujeres;1950;""
Total Nacional;24 León;Mujeres;1949;""
Total Nacional;24 León;Mujeres;1948;""
Total Nacional;24 León;Mujeres;1947;""
Total Nacional;24 León;Mujeres;1946;""
Total Nacional;24 León;Mujeres;1945;""
Total Nacional;24 León;Mujeres;1944;""
Total Nacional;24 León;Mujeres;1943;""
Total Nacional;24 León;Mujeres;1942;""
Total Nacional;24 León;Mujeres;1941;""
Total Nacional;24 León;Mujeres;1940;""
Total Nacional;24 León;Mujeres;1939;""
Total Nacional;24 León;Mujeres;1938;""
Total Nacional;24 León;Mujeres;1937;""
Total Nacional;24 León;Mujeres;1936;""
Total Nacional;24 León;Mujeres;1935;""
Total Nacional;24 León;Mujeres;1934;""
Total Nacional;24 León;Mujeres;1933;""
Total Nacional;24 León;Mujeres;1932;""
Total Nacional;24 León;Mujeres;1931;""
Total Nacional;24 León;Mujeres;1930;""
Total Nacional;25 Lleida;Total;1974;3.364
Total Nacional;25 Lleida;Total;1973;3.598
Total Nacional;25 Lleida;Total;1972;3.318
Total Nacional;25 Lleida;Total;1971;3.577
Total Nacional;25 Lleida;Total;1970;3.255
Total Nacional;25 Lleida;Total;1969;3.754
Total Nacional;25 Lleida;Total;1968;3.399
Total Nacional;25 Lleida;Total;1967;3.399
Total Nacional;25 Lleida;Total;1966;3.431
Total Nacional;25 Lleida;Total;1965;3.421
Total Nacional;25 Lleida;Total;1964;3.385
Total Nacional;25 Lleida;Total;1963;3.639
Total Nacional;25 Lleida;Total;1962;3.402
Total Nacional;25 Lleida;Total;1961;3.129
Total Nacional;25 Lleida;Total;1960;3.626
Total Nacional;25 Lleida;Total;1959;3.321
Total Nacional;25 Lleida;Total;1958;3.323
Total Nacional;25 Lleida;Total;1957;3.596
Total Nacional;25 Lleida;Total;1956;4.135
Total Nacional;25 Lleida;Total;1955;3.637
Total Nacional;25 Lleida;Total;1954;3.426
Total Nacional;25 Lleida;Total;1953;3.684
Total Nacional;25 Lleida;Total;1952;3.480
Total Nacional;25 Lleida;Total;1951;4.153
Total Nacional;25 Lleida;Total;1950;3.621
Total Nacional;25 Lleida;Total;1949;3.754
Total Nacional;25 Lleida;Total;1948;3.517
Total Nacional;25 Lleida;Total;1947;3.675
Total Nacional;25 Lleida;Total;1946;3.862
Total Nacional;25 Lleida;Total;1945;3.838
Total Nacional;25 Lleida;Total;1944;4.080
Total Nacional;25 Lleida;Total;1943;3.820
Total Nacional;25 Lleida;Total;1942;3.934
Total Nacional;25 Lleida;Total;1941;4.290
Total Nacional;25 Lleida;Total;1940;3.981
Total Nacional;25 Lleida;Total;1939;6.046
Total Nacional;25 Lleida;Total;1938;5.826
Total Nacional;25 Lleida;Total;1937;5.265
Total Nacional;25 Lleida;Total;1936;4.414
Total Nacional;25 Lleida;Total;1935;4.190
Total Nacional;25 Lleida;Total;1934;4.314
Total Nacional;25 Lleida;Total;1933;4.323
Total Nacional;25 Lleida;Total;1932;4.488
Total Nacional;25 Lleida;Total;1931;4.606
Total Nacional;25 Lleida;Total;1930;4.350
Total Nacional;25 Lleida;Hombres;1974;1.796
Total Nacional;25 Lleida;Hombres;1973;1.896
Total Nacional;25 Lleida;Hombres;1972;1.818
Total Nacional;25 Lleida;Hombres;1971;1.920
Total Nacional;25 Lleida;Hombres;1970;1.729
Total Nacional;25 Lleida;Hombres;1969;2.000
Total Nacional;25 Lleida;Hombres;1968;1.814
Total Nacional;25 Lleida;Hombres;1967;1.836
Total Nacional;25 Lleida;Hombres;1966;1.821
Total Nacional;25 Lleida;Hombres;1965;1.842
Total Nacional;25 Lleida;Hombres;1964;1.783
Total Nacional;25 Lleida;Hombres;1963;1.892
Total Nacional;25 Lleida;Hombres;1962;1.765
Total Nacional;25 Lleida;Hombres;1961;1.692
Total Nacional;25 Lleida;Hombres;1960;1.901
Total Nacional;25 Lleida;Hombres;1959;""
Total Nacional;25 Lleida;Hombres;1958;""
Total Nacional;25 Lleida;Hombres;1957;""
Total Nacional;25 Lleida;Hombres;1956;""
Total Nacional;25 Lleida;Hombres;1955;""
Total Nacional;25 Lleida;Hombres;1954;""
Total Nacional;25 Lleida;Hombres;1953;""
Total Nacional;25 Lleida;Hombres;1952;""
Total Nacional;25 Lleida;Hombres;1951;""
Total Nacional;25 Lleida;Hombres;1950;""
Total Nacional;25 Lleida;Hombres;1949;""
Total Nacional;25 Lleida;Hombres;1948;""
Total Nacional;25 Lleida;Hombres;1947;""
Total Nacional;25 Lleida;Hombres;1946;""
Total Nacional;25 Lleida;Hombres;1945;""
Total Nacional;25 Lleida;Hombres;1944;""
Total Nacional;25 Lleida;Hombres;1943;""
Total Nacional;25 Lleida;Hombres;1942;""
Total Nacional;25 Lleida;Hombres;1941;""
Total Nacional;25 Lleida;Hombres;1940;""
Total Nacional;25 Lleida;Hombres;1939;""
Total Nacional;25 Lleida;Hombres;1938;""
Total Nacional;25 Lleida;Hombres;1937;""
Total Nacional;25 Lleida;Hombres;1936;""
Total Nacional;25 Lleida;Hombres;1935;""
Total Nacional;25 Lleida;Hombres;1934;""
Total Nacional;25 Lleida;Hombres;1933;""
Total Nacional;25 Lleida;Hombres;1932;""
Total Nacional;25 Lleida;Hombres;1931;""
Total Nacional;25 Lleida;Hombres;1930;""
Total Nacional;25 Lleida;Mujeres;1974;1.568
Total Nacional;25 Lleida;Mujeres;1973;1.702
Total Nacional;25 Lleida;Mujeres;1972;1.500
Total Nacional;25 Lleida;Mujeres;1971;1.657
Total Nacional;25 Lleida;Mujeres;1970;1.526
Total Nacional;25 Lleida;Mujeres;1969;1.754
Total Nacional;25 Lleida;Mujeres;1968;1.585
Total Nacional;25 Lleida;Mujeres;1967;1.563
Total Nacional;25 Lleida;Mujeres;1966;1.610
Total Nacional;25 Lleida;Mujeres;1965;1.579
Total Nacional;25 Lleida;Mujeres;1964;1.602
Total Nacional;25 Lleida;Mujeres;1963;1.747
Total Nacional;25 Lleida;Mujeres;1962;1.637
Total Nacional;25 Lleida;Mujeres;1961;1.437
Total Nacional;25 Lleida;Mujeres;1960;1.725
Total Nacional;25 Lleida;Mujeres;1959;""
Total Nacional;25 Lleida;Mujeres;1958;""
Total Nacional;25 Lleida;Mujeres;1957;""
Total Nacional;25 Lleida;Mujeres;1956;""
Total Nacional;25 Lleida;Mujeres;1955;""
Total Nacional;25 Lleida;Mujeres;1954;""
Total Nacional;25 Lleida;Mujeres;1953;""
Total Nacional;25 Lleida;Mujeres;1952;""
Total Nacional;25 Lleida;Mujeres;1951;""
Total Nacional;25 Lleida;Mujeres;1950;""
Total Nacional;25 Lleida;Mujeres;1949;""
Total Nacional;25 Lleida;Mujeres;1948;""
Total Nacional;25 Lleida;Mujeres;1947;""
Total Nacional;25 Lleida;Mujeres;1946;""
Total Nacional;25 Lleida;Mujeres;1945;""
Total Nacional;25 Lleida;Mujeres;1944;""
Total Nacional;25 Lleida;Mujeres;1943;""
Total Nacional;25 Lleida;Mujeres;1942;""
Total Nacional;25 Lleida;Mujeres;1941;""
Total Nacional;25 Lleida;Mujeres;1940;""
Total Nacional;25 Lleida;Mujeres;1939;""
Total Nacional;25 Lleida;Mujeres;1938;""
Total Nacional;25 Lleida;Mujeres;1937;""
Total Nacional;25 Lleida;Mujeres;1936;""
Total Nacional;25 Lleida;Mujeres;1935;""
Total Nacional;25 Lleida;Mujeres;1934;""
Total Nacional;25 Lleida;Mujeres;1933;""
Total Nacional;25 Lleida;Mujeres;1932;""
Total Nacional;25 Lleida;Mujeres;1931;""
Total Nacional;25 Lleida;Mujeres;1930;""
Total Nacional;27 Lugo;Total;1974;4.986
Total Nacional;27 Lugo;Total;1973;4.946
Total Nacional;27 Lugo;Total;1972;4.707
Total Nacional;27 Lugo;Total;1971;5.116
Total Nacional;27 Lugo;Total;1970;4.730
Total Nacional;27 Lugo;Total;1969;5.282
Total Nacional;27 Lugo;Total;1968;4.815
Total Nacional;27 Lugo;Total;1967;4.728
Total Nacional;27 Lugo;Total;1966;4.835
Total Nacional;27 Lugo;Total;1965;4.671
Total Nacional;27 Lugo;Total;1964;4.810
Total Nacional;27 Lugo;Total;1963;5.124
Total Nacional;27 Lugo;Total;1962;5.150
Total Nacional;27 Lugo;Total;1961;4.801
Total Nacional;27 Lugo;Total;1960;4.947
Total Nacional;27 Lugo;Total;1959;4.843
Total Nacional;27 Lugo;Total;1958;4.829
Total Nacional;27 Lugo;Total;1957;5.328
Total Nacional;27 Lugo;Total;1956;5.533
Total Nacional;27 Lugo;Total;1955;5.201
